generation,N_shifts,logPrior,logLik,eventRate,acceptRate
10400000,0,-2.37609,-103.898,0.231232,0.473556
10420000,2,-9.96293,-105.199,1.09386,0.445
10440000,1,-5.90034,-103.311,0.335961,0.45775
10460000,0,-2.8682,-105.832,0.507741,0.4955
10480000,0,-3.64856,-103.354,1.47224,0.43175
10500000,1,-5.61316,-104.918,0.122848,0.475794
10520000,0,-2.49326,-104.72,0.273729,0.4545
10540000,0,-3.57702,-105.049,0.47107,0.459857
10560000,0,-2.81114,-107.284,0.551597,0.42675
10580000,0,-3.66927,-105.983,0.681737,0.441083
10600000,0,-3.75705,-104.746,1.48218,0.442875
10620000,0,-3.30423,-103.402,0.137315,0.4985
10640000,0,-3.85544,-103.837,1.58628,0.444125
10660000,0,-2.6162,-104.421,0.343647,0.444667
10680000,1,-8.41919,-104.387,2.04705,0.477
10700000,0,-5.71988,-104.944,3.11346,0.426
10720000,0,-2.54875,-107.384,0.0133011,0.418
10740000,0,-2.40746,-103.27,0.273291,0.44725
10760000,0,-3.99768,-103.135,1.88999,0.4485
10780000,0,-2.41876,-107.51,0.0102242,0.3995
10800000,0,-5.5268,-106.342,0.602056,0.458083
10820000,0,-3.21596,-103.59,0.244652,0.399
10840000,0,-2.65707,-105.5,0.498698,0.467833
10860000,0,-2.58172,-105.51,0.142187,0.4625
10880000,3,-16.1863,-108.232,3.07586,0.43175
10900000,0,-2.29245,-103.497,0.0853074,0.4285
10920000,0,-2.81607,-104.457,0.63299,0.447237
10940000,1,-7.68419,-102.649,1.39142,0.4304
10960000,0,-3.08038,-104.804,0.452047,0.556
10980000,1,-7.26065,-101.2,1.51146,0.4975
11000000,0,-3.09863,-103.565,0.501576,0.4395
11020000,0,-2.24902,-103.872,0.024659,0.4532
11040000,0,-2.30362,-103.609,0.151195,0.456125
11060000,0,-2.73505,-104.055,0.327417,0.459643
11080000,0,-3.24565,-103.833,1.12619,0.456667
11100000,0,-2.63825,-106.38,0.505032,0.411
11120000,0,-2.95033,-104.008,0.77302,0.44975
11140000,0,-2.93937,-105.167,0.766948,0.4445
11160000,1,-5.5836,-106.267,1.29936,0.469
11180000,0,-2.8588,-103.62,0.163817,0.508875
11200000,0,-3.37998,-105.13,1.21194,0.4445
11220000,0,-3.4498,-105.964,0.724603,0.467
11240000,0,-2.17668,-104.523,0.0761186,0.43275
11260000,1,-5.58666,-104.941,0.947783,0.6355
11280000,1,-7.75106,-105.26,1.02413,0.4505
11300000,0,-4.54172,-104.72,2.36989,0.4635
11320000,0,-3.45148,-103.385,1.15236,0.42425
11340000,0,-3.51882,-104.328,1.18829,0.48125
11360000,0,-3.10132,-104.333,0.946269,0.4495
11380000,0,-3.02024,-104.08,0.727155,0.4305
11400000,1,-7.07599,-103.514,1.67498,0.406
11420000,0,-2.11809,-103.386,0.0103817,0.387
11440000,0,-2.21702,-104.738,0.00262888,0.432409
11460000,0,-3.67319,-107.144,1.05337,0.4867
11480000,0,-2.54976,-105.082,0.0343177,0.4045
11500000,0,-2.55975,-103.704,0.288744,0.46125
11520000,0,-4.06163,-104.534,1.50984,0.4335
11540000,1,-5.83393,-95.9518,0.269344,0.574125
11560000,1,-5.71495,-104.558,0.805015,0.44675
11580000,0,-2.38813,-104.069,0.171472,0.445167
11600000,0,-3.474,-107.336,1.06336,0.4644
11620000,2,-15.9879,-106.198,1.60666,0.5244
11640000,0,-2.52554,-105.347,0.330465,0.437
11660000,0,-2.42571,-103.758,0.222398,0.469
11680000,0,-2.68577,-103.904,0.511073,0.48825
11700000,2,-11.1162,-100.483,1.80268,0.505667
11720000,0,-2.33523,-104.415,0.18104,0.5232
11740000,0,-2.62832,-104.227,0.388206,0.437333
11760000,0,-2.94252,-105.852,0.724535,0.406917
11780000,0,-2.49046,-107.853,0.18946,0.4225
11800000,0,-6.59952,-104.245,2.33086,0.4125
11820000,0,-3.11965,-105.445,0.336667,0.4795
11840000,0,-2.98545,-104.3,0.827717,0.4215
11860000,1,-9.53234,-109.033,0.399477,0.438
11880000,2,-13.0973,-104.093,3.70925,0.489
11900000,0,-2.54648,-105.439,0.224974,0.5365
11920000,0,-2.23037,-103.396,0.0357634,0.40175
11940000,2,-10.3627,-98.4751,1.42204,0.582
11960000,0,-3.9331,-104.776,1.09371,0.4005
11980000,0,-2.41037,-103.182,0.178568,0.424
12000000,0,-2.45201,-105.768,0.193348,0.4065
12020000,2,-12.8035,-101.609,1.42895,0.480667
12040000,0,-2.19836,-103.688,0.0200029,0.40875
12060000,1,-4.99556,-103.248,0.328145,0.452167
12080000,1,-10.6565,-105.064,0.11407,0.444167
12100000,0,-2.49219,-103.483,0.14038,0.455972
12120000,0,-2.26513,-106.554,0.0418776,0.443667
12140000,0,-2.71017,-103.64,0.322415,0.464333
12160000,1,-9.36804,-109.673,1.29483,0.452875
12180000,4,-21.3302,-99.4958,1.11538,0.5965
12200000,0,-2.49995,-105.224,0.104712,0.470917
12220000,0,-2.34029,-103.829,0.113872,0.43525
12240000,0,-2.77248,-106.477,0.269418,0.444
12260000,1,-5.77453,-104.463,0.0664137,0.399167
12280000,0,-2.46324,-103.682,0.123763,0.4768
12300000,2,-11.7033,-101.073,1.69679,0.5285
12320000,0,-2.46985,-105.954,0.278835,0.4525
12340000,0,-2.59224,-104.543,0.0160254,0.4165
12360000,1,-9.55787,-106.167,0.130344,0.4495
12380000,0,-3.81799,-106.9,1.33054,0.4015
12400000,0,-2.54248,-104.463,0.232053,0.446393
12420000,0,-2.61093,-105.642,0.179586,0.5
12440000,0,-2.65981,-104.214,0.158466,0.43325
12460000,0,-2.27098,-104.161,0.0571149,0.455611
12480000,2,-10.036,-99.2449,1.83491,0.485167
12500000,0,-2.80123,-108.18,0.495894,0.48225
12520000,0,-2.55139,-105.673,0.0262421,0.47625
12540000,0,-2.34238,-103.591,0.199494,0.449667
12560000,0,-2.25329,-103.086,0.125904,0.471
12580000,0,-3.18281,-106.214,0.950794,0.49715
12600000,0,-3.55061,-104.557,0.618526,0.46535
12620000,0,-2.53857,-104.598,0.316693,0.468
12640000,0,-3.17548,-104.231,0.187151,0.4912
12660000,0,-2.28459,-103.418,0.0998929,0.526643
12680000,0,-2.69125,-105.9,0.492615,0.507813
12700000,0,-2.53099,-105.447,0.208525,0.4525
12720000,2,-9.92456,-103.71,1.45281,0.4441
12740000,1,-6.08446,-105.169,0.642966,0.5
12760000,0,-4.0614,-105.223,1.3213,0.44025
12780000,0,-3.21226,-107.594,0.000934895,0.4285
12800000,0,-2.22795,-104.086,0.0833134,0.467938
12820000,0,-2.80407,-105.047,0.121105,0.427333
12840000,0,-3.12579,-103.73,0.738468,0.4215
12860000,0,-2.70834,-108.186,0.0157791,0.42825
12880000,0,-3.46848,-104.384,1.04832,0.3945
12900000,0,-2.82375,-103.79,0.675591,0.4435
12920000,0,-2.27583,-105.943,0.0993118,0.496375
12940000,2,-12.6174,-104.72,3.251,0.56325
12960000,0,-2.91021,-103.997,0.674406,0.47705
12980000,0,-3.08346,-104.818,0.719681,0.428188
13000000,0,-3.34229,-103.63,0.979868,0.402
13020000,0,-2.6908,-103.545,0.539612,0.438667
13040000,0,-4.20082,-103.841,1.87457,0.446929
13060000,0,-2.85839,-104.847,0.559124,0.4065
13080000,2,-14.1102,-94.8202,2.08084,0.49225
13100000,0,-3.10144,-103.842,0.360823,0.426
13120000,0,-3.38774,-103.85,0.441853,0.44125
13140000,0,-3.39853,-107.104,0.49999,0.4922
13160000,0,-4.34868,-110.265,0.858582,0.447
13180000,1,-6.30535,-101.541,1.09286,0.4655
13200000,0,-2.17419,-103.708,0.0420302,0.4506
13220000,0,-3.11331,-104.06,0.355652,0.472
13240000,0,-2.86987,-104.832,0.561485,0.4588
13260000,0,-3.20321,-104.771,0.196155,0.42
13280000,0,-3.30653,-104.642,0.69231,0.419
13300000,2,-11.0099,-93.5128,0.934634,0.56475
13320000,1,-8.72749,-103.79,0.673308,0.413
13340000,1,-5.54635,-103.107,1.19694,0.4375
13360000,1,-5.32588,-107.154,0.470614,0.423375
13380000,0,-2.4977,-107.12,0.135148,0.50175
13400000,0,-2.58368,-105.198,0.407471,0.475
13420000,0,-4.02026,-106.584,0.715766,0.391
13440000,1,-7.66261,-106.701,1.77843,0.414929
13460000,0,-2.92799,-105.109,0.49409,0.4205
13480000,0,-2.48442,-104.078,0.323719,0.453441
13500000,0,-3.13137,-106.102,0.113207,0.4145
13520000,0,-3.18692,-107.122,0.491373,0.459833
13540000,0,-5.34106,-105.837,2.99744,0.43675
13560000,0,-3.93764,-108.144,1.57112,0.4455
13580000,0,-3.55074,-103.836,0.655346,0.48025
13600000,0,-2.16695,-103.97,0.0211931,0.421357
13620000,0,-3.00295,-104.147,0.128373,0.460667
13640000,1,-5.95876,-103.783,1.38434,0.4595
13660000,1,-7.08913,-104.335,1.83954,0.4383
13680000,0,-3.58084,-107.894,0.62151,0.48115
13700000,0,-3.66397,-107.624,0.545677,0.438
13720000,0,-3.80187,-103.767,1.42714,0.439625
13740000,0,-2.83257,-104.397,0.278541,0.42525
13760000,0,-3.11967,-103.655,0.879367,0.4295
13780000,0,-2.80916,-107.023,0.0307394,0.463625
13800000,0,-2.91347,-105.864,0.164055,0.51375
13820000,0,-3.41004,-104.255,0.827662,0.475929
13840000,0,-2.86663,-104.415,0.701111,0.473536
13860000,0,-2.54948,-106.987,0.239673,0.4
13880000,1,-8.44591,-105.799,1.72861,0.487083
13900000,0,-2.62104,-104.517,0.0119323,0.415
13920000,1,-7.419,-107.078,0.738638,0.4455
13940000,1,-5.51132,-103.92,0.98235,0.5195
13960000,1,-7.40841,-106.106,0.537246,0.442333
13980000,0,-2.67737,-105.247,0.194015,0.44275
14000000,0,-2.89121,-103.778,0.095385,0.4625
14020000,0,-2.65652,-104.974,0.0715786,0.476071
14040000,2,-11.8053,-98.1289,1.74533,0.5315
14060000,0,-2.76621,-106.446,0.404852,0.5285
14080000,0,-4.08837,-107.831,0.94601,0.4596
14100000,0,-2.50148,-103.414,0.321887,0.438944
14120000,0,-2.94427,-104.737,0.103444,0.4425
14140000,0,-2.35632,-106.471,0.124117,0.40825
14160000,2,-11.2003,-95.7149,1.77375,0.5947
14180000,2,-8.8146,-97.1205,1.21834,0.4967
14200000,0,-2.38049,-104.938,0.114989,0.4677
14220000,0,-2.48985,-104.692,0.123943,0.44725
14240000,0,-3.92448,-104.239,1.64249,0.469
14260000,1,-7.72674,-103.157,0.459384,0.479
14280000,0,-3.44221,-104.859,1.10399,0.458833
14300000,0,-2.70976,-106.681,0.284294,0.4415
14320000,0,-2.19757,-104.326,0.019521,0.4815
14340000,0,-2.94899,-105.991,0.0681377,0.4245
14360000,3,-15.223,-104.793,1.66488,0.4655
14380000,0,-2.37647,-103.394,0.204868,0.4359
14400000,0,-3.37358,-105.948,0.673549,0.4225
14420000,0,-2.44459,-104.142,0.336846,0.4045
14440000,0,-3.02435,-105,0.108222,0.418
14460000,0,-2.96897,-107.172,0.539056,0.4355
14480000,0,-2.46157,-104.054,0.354959,0.4525
14500000,0,-2.29262,-104.749,0.09637,0.43975
14520000,0,-2.25924,-103.815,0.0948033,0.4599
14540000,0,-4.72873,-105.721,0.544324,0.5615
14560000,0,-3.00528,-103.978,0.859986,0.459882
14580000,0,-3.26597,-106.281,0.586441,0.425625
14600000,0,-2.18115,-103.937,0.00431171,0.443333
14620000,0,-3.23616,-107.338,0.222885,0.467062
14640000,1,-5.55005,-101.82,0.820068,0.464079
14660000,0,-2.49464,-105.135,0.0539043,0.400875
14680000,0,-3.22595,-103.705,0.768556,0.4215
14700000,1,-5.67419,-100.304,0.904011,0.4785
14720000,0,-2.25147,-103.292,0.0656846,0.524
14740000,0,-2.90464,-105.546,0.258509,0.504125
14760000,0,-2.50494,-103.579,0.282299,0.489154
14780000,0,-4.56694,-103.539,2.07304,0.4397
14800000,1,-8.93705,-105.425,0.609785,0.44595
14820000,0,-2.92872,-104.313,0.604826,0.437143
14840000,0,-3.11209,-108.911,0.0043885,0.442
14860000,0,-2.47653,-105.294,0.133269,0.430833
14880000,0,-2.29875,-104.436,0.0201791,0.377
14900000,0,-2.32312,-104.111,0.147789,0.42825
14920000,0,-3.34897,-106.958,0.567775,0.426
14940000,1,-7.62898,-103.982,1.1255,0.5085
14960000,0,-2.62124,-103.763,0.422207,0.510833
14980000,0,-2.40887,-106.171,0.277428,0.4545
15000000,0,-4.08628,-104.124,1.59701,0.469
15020000,0,-3.10132,-105.258,0.583418,0.4675
15040000,0,-2.90163,-104.504,0.775203,0.4239
15060000,1,-4.7259,-104.04,0.391311,0.4785
15080000,0,-2.64267,-104.694,0.296664,0.470417
15100000,1,-8.33923,-106.665,0.399652,0.41775
15120000,0,-2.35104,-104.803,0.185286,0.4645
15140000,0,-2.59272,-104.33,0.425947,0.481812
15160000,0,-3.42812,-103.536,1.30125,0.399
15180000,0,-3.41743,-104.577,1.15138,0.465125
15200000,0,-2.26405,-104.306,0.0322864,0.443833
15220000,0,-3.33624,-105.141,1.12217,0.448875
15240000,0,-2.48213,-105.982,0.339993,0.453313
15260000,0,-2.18578,-103.562,0.0542074,0.445
15280000,0,-3.45861,-106.233,1.10643,0.4505
15300000,3,-17.0525,-100.694,2.50283,0.554
15320000,0,-4.15081,-103.474,1.01401,0.429
15340000,1,-7.6602,-109.996,0.141387,0.4805
15360000,1,-6.12998,-100.485,0.234425,0.5695
15380000,0,-2.91681,-105.191,0.291888,0.422
15400000,0,-2.60234,-104.543,0.29556,0.43175
15420000,1,-7.38349,-101.071,0.645951,0.480889
15440000,1,-5.97334,-100.362,0.572469,0.551417
15460000,0,-2.20424,-104.952,0.0103622,0.4175
15480000,0,-2.50382,-105.356,0.159304,0.455786
15500000,0,-4.24499,-103.342,1.93862,0.45575
15520000,1,-6.68683,-103.461,1.17806,0.4675
15540000,1,-5.83207,-104.479,0.212667,0.485812
15560000,0,-2.15247,-105.422,0.0456846,0.434
15580000,0,-4.93147,-105.375,2.31368,0.443
15600000,0,-2.3297,-104.986,0.145286,0.418
15620000,0,-2.80932,-103.626,0.489566,0.4155
15640000,0,-3.30573,-105.619,0.690161,0.451079
15660000,0,-2.92485,-103.396,0.762706,0.387
15680000,0,-3.18254,-104.228,0.793848,0.4455
15700000,0,-2.5604,-104.692,0.233255,0.492937
15720000,1,-10.6623,-104.855,0.68462,0.46375
15740000,0,-3.09925,-104.294,0.838498,0.448125
15760000,0,-2.2655,-104.792,0.0916572,0.41225
15780000,0,-2.85465,-103.717,0.515601,0.405
15800000,0,-2.44728,-106.467,0.122412,0.45275
15820000,0,-2.75876,-105.372,0.51528,0.45
15840000,0,-2.62451,-105.775,0.41161,0.416
15860000,0,-2.94729,-103.429,0.142359,0.4647
15880000,0,-3.9118,-104.891,0.194039,0.5095
15900000,0,-3.85504,-106.015,1.07079,0.4405
15920000,0,-2.43411,-103.395,0.00490493,0.45075
15940000,0,-2.86086,-103.749,0.764018,0.44325
15960000,0,-3.44519,-103.437,0.994414,0.44325
15980000,0,-3.58739,-106.329,0.651123,0.4835
16000000,0,-2.61321,-105.315,0.154027,0.457333
16020000,0,-2.63634,-105.381,0.412251,0.389
16040000,0,-3.39143,-106.921,0.0114956,0.46125
16060000,0,-2.66629,-103.508,0.355146,0.4345
16080000,0,-2.52297,-103.378,0.378676,0.512875
16100000,0,-3.46532,-103.479,1.24669,0.454667
16120000,0,-2.54717,-104.579,0.178261,0.4397
16140000,0,-2.84266,-104.95,0.668206,0.45775
16160000,0,-3.47994,-104.84,1.11653,0.477
16180000,0,-2.89455,-105.386,0.314276,0.4805
16200000,0,-2.49267,-107.058,0.361662,0.434167
16220000,0,-2.56939,-103.728,0.414617,0.408
16240000,0,-2.65809,-104.544,0.262579,0.4523
16260000,0,-2.4565,-104.482,0.0383295,0.4845
16280000,0,-3.02786,-104.734,0.865235,0.5025
16300000,2,-10.9399,-108.296,1.4392,0.44475
16320000,0,-2.48285,-104.283,0.221466,0.4467
16340000,1,-7.16917,-104.412,2.18484,0.44875
16360000,0,-3.11999,-106.534,0.71063,0.439333
16380000,0,-4.77121,-103.931,2.56067,0.44375
16400000,0,-2.87611,-106.894,0.332911,0.469
16420000,0,-2.7434,-104.449,0.202979,0.4525
16440000,0,-3.2807,-104.992,1.05131,0.493625
16460000,0,-2.94232,-106.104,0.455558,0.42
16480000,0,-2.14096,-106.903,0.0107441,0.468833
16500000,0,-4.30949,-105.12,2.09719,0.4475
16520000,1,-9.2271,-101.576,4.68495,0.40675
16540000,0,-2.26897,-104.38,0.112827,0.409
16560000,0,-4.14943,-103.855,1.77647,0.450357
16580000,0,-2.19943,-103.845,0.00987706,0.42875
16600000,2,-10.8577,-104.366,1.39296,0.4455
16620000,0,-2.31082,-105.155,0.207419,0.4105
16640000,1,-5.69718,-105.34,0.525492,0.463
16660000,0,-2.95195,-103.96,0.784469,0.4583
16680000,0,-2.44381,-104.045,0.237117,0.465
16700000,1,-14.5949,-101.286,1.07862,0.434
16720000,1,-7.15974,-102.753,1.01218,0.462667
16740000,0,-2.82772,-105.117,0.63829,0.426
16760000,0,-2.98657,-106.706,0.189906,0.423667
16780000,0,-2.56978,-104.42,0.452219,0.458625
16800000,0,-2.39919,-103.728,0.0543084,0.4865
16820000,2,-10.3091,-103.695,1.18542,0.584
16840000,0,-2.58082,-103.488,0.490714,0.4765
16860000,0,-2.86257,-105.389,0.56284,0.44
16880000,0,-2.33954,-103.214,0.184314,0.4335
16900000,0,-4.02967,-104.398,1.87261,0.476333
16920000,0,-2.32601,-106.292,0.131755,0.50575
16940000,0,-3.253,-103.976,0.761841,0.418
16960000,0,-2.778,-105.797,0.296112,0.434143
16980000,1,-7.0386,-103.244,1.38293,0.6305
17000000,0,-2.92415,-106.348,0.311777,0.4493
17020000,1,-6.87277,-107.252,0.661552,0.456917
17040000,1,-7.57217,-104.87,1.50791,0.445042
17060000,0,-3.11228,-105.401,0.364487,0.534417
17080000,0,-2.4292,-104.249,0.0426827,0.4905
17100000,0,-2.83586,-104.399,0.306055,0.423167
17120000,2,-12.7194,-96.0737,1.71516,0.593
17140000,0,-2.47158,-103.685,0.341599,0.4675
17160000,0,-2.33223,-103.751,0.150744,0.450917
17180000,0,-3.11571,-105.194,0.423621,0.4945
17200000,0,-2.81057,-104.34,0.206833,0.436188
17220000,0,-2.58961,-105.401,0.199773,0.391
17240000,0,-3.05064,-105.279,0.777259,0.436
17260000,0,-3.44564,-104.496,0.896362,0.428333
17280000,0,-2.30186,-103.887,0.146278,0.4393
17300000,0,-3.24523,-104.424,1.04756,0.462
17320000,0,-2.48431,-104.416,0.160096,0.445611
17340000,1,-6.29103,-104.011,0.51893,0.477875
17360000,0,-3.22745,-106.2,0.943318,0.440214
17380000,1,-8.28868,-97.2218,2.26949,0.518
17400000,0,-2.59386,-104.985,0.149336,0.45175
17420000,1,-9.72873,-106.124,0.7864,0.484929
17440000,0,-3.2912,-104.574,0.990105,0.467625
17460000,1,-7.01009,-105.16,1.77299,0.474
17480000,0,-2.75704,-104.048,0.550085,0.436
17500000,1,-6.48719,-105.265,1.39449,0.48825
17520000,1,-9.20119,-103.545,1.50552,0.45
17540000,0,-3.03613,-105.434,0.577226,0.4675
17560000,0,-2.34025,-103.921,0.170334,0.398
17580000,0,-2.2419,-104.709,0.0230613,0.452111
17600000,0,-4.39657,-105.325,0.0103316,0.464
17620000,0,-2.76059,-104.119,0.344955,0.4455
17640000,0,-3.33054,-106.505,1.06108,0.468222
17660000,0,-3.063,-103.486,0.750994,0.450111
17680000,0,-2.44608,-105.572,0.126637,0.4355
17700000,0,-2.30458,-104.869,0.0291416,0.406
17720000,0,-2.51869,-103.468,0.306358,0.4675
17740000,2,-10.8246,-101.158,1.5848,0.596
17760000,0,-3.79568,-105.449,0.200766,0.49725
17780000,0,-2.34685,-104.213,0.0741807,0.5065
17800000,0,-2.16569,-103.706,0.0486993,0.456
17820000,0,-3.00461,-103.855,0.881122,0.452833
17840000,0,-2.46438,-103.632,0.36644,0.4595
17860000,0,-2.25926,-105.836,0.0908794,0.484083
17880000,0,-2.77237,-105.724,0.385714,0.436
17900000,0,-2.65569,-103.828,0.503994,0.4575
17920000,0,-2.80103,-105.613,0.21454,0.44075
17940000,1,-6.66354,-96.1488,0.895816,0.5792
17960000,1,-7.1736,-104.607,0.760077,0.459
17980000,0,-2.62962,-105.246,0.21906,0.483
18000000,0,-2.70875,-103.605,0.0319128,0.4305
18020000,1,-5.48896,-102.345,0.214211,0.553125
18040000,0,-2.29608,-103.373,0.0190878,0.45
18060000,0,-2.26589,-103.956,0.108307,0.416083
18080000,0,-3.16119,-105.027,0.558816,0.4715
18100000,0,-2.75786,-105.996,0.143922,0.401
18120000,0,-2.50351,-104.403,0.322677,0.411
18140000,0,-2.70801,-104.095,0.176549,0.434333
18160000,0,-2.29956,-104.257,0.116837,0.431
18180000,0,-3.39158,-103.597,1.15589,0.5335
18200000,0,-2.3844,-104.392,0.189429,0.47475
18220000,0,-3.15096,-105.906,0.608816,0.4095
18240000,0,-2.76085,-104.599,0.26314,0.444143
18260000,0,-2.22614,-103.472,0.0343181,0.451179
18280000,2,-10.4115,-103.06,0.647449,0.566
18300000,0,-3.10154,-104.409,0.829091,0.4435
18320000,0,-2.96237,-107.825,0.332612,0.46675
18340000,1,-6.20263,-104.403,0.99888,0.432333
18360000,0,-3.62568,-104.436,0.456363,0.484143
18380000,0,-4.94341,-105.515,2.16547,0.4095
18400000,0,-3.52454,-107.365,0.440733,0.5185
18420000,0,-3.54524,-107.704,0.794311,0.463464
18440000,0,-3.52865,-104.233,1.39179,0.434833
18460000,0,-2.75803,-104.23,0.110279,0.4735
18480000,0,-4.2109,-105.474,1.19186,0.428812
18500000,0,-3.22085,-105.3,0.336618,0.448437
18520000,1,-5.28901,-102.273,0.264123,0.475
18540000,1,-9.37388,-105.784,0.54545,0.439583
18560000,0,-2.10484,-107.545,0.00320813,0.4465
18580000,0,-2.38449,-103.853,0.0850651,0.5245
18600000,1,-7.8256,-104.671,1.14943,0.443
18620000,0,-2.26771,-103.918,0.107208,0.471
18640000,1,-8.46856,-97.9467,1.08069,0.460125
18660000,0,-3.03581,-107.501,0.765047,0.49775
18680000,0,-2.98636,-105.037,0.674662,0.454
18700000,0,-3.5177,-103.598,1.28253,0.43235
18720000,0,-2.9288,-105.837,0.250045,0.4575
18740000,1,-7.12782,-98.9372,0.600969,0.5695
18760000,0,-3.66212,-104.972,0.673796,0.388
18780000,1,-5.6487,-103.747,0.629621,0.432167
18800000,0,-2.39493,-105.851,0.124359,0.4475
18820000,0,-2.79112,-105.306,0.349311,0.476375
18840000,0,-9.7259,-104,0.659336,0.457523
18860000,2,-13.2107,-106.765,2.22638,0.457533
18880000,2,-13.014,-99.3247,3.97918,0.5725
18900000,0,-2.47831,-105.231,0.0199919,0.454654
18920000,0,-2.50054,-104.994,0.191544,0.449
18940000,0,-2.2885,-106.104,0.229098,0.4685
18960000,0,-2.39475,-104.2,0.0677204,0.454562
18980000,1,-9.80782,-105.578,0.749899,0.4582
19000000,1,-7.48097,-107.601,0.124633,0.4415
19020000,0,-3.05775,-108.931,0.648176,0.431625
19040000,0,-3.1597,-104.675,0.928534,0.4615
19060000,0,-2.26506,-110.538,0.0140563,0.398
19080000,2,-11.8502,-99.1331,0.863323,0.5425
19100000,0,-2.62832,-105.962,0.351177,0.4477
19120000,1,-10.9307,-103.711,1.48314,0.485
19140000,1,-7.6638,-105.395,0.925943,0.451
19160000,2,-16.0311,-103.819,2.8856,0.437375
19180000,0,-2.47369,-104.775,0.0403187,0.456
19200000,0,-3.75785,-103.84,1.61281,0.4315
19220000,1,-8.59253,-106.389,0.191582,0.462583
19240000,0,-2.33482,-103.639,0.13906,0.4435
19260000,0,-3.20555,-103.864,1.04083,0.435735
19280000,0,-2.63686,-105.714,0.459878,0.419
19300000,2,-11.5851,-105.815,2.24869,0.428875
19320000,0,-2.5393,-103.723,0.185506,0.4215
19340000,0,-2.67065,-104.968,0.139473,0.434625
19360000,2,-8.78999,-101.26,1.32015,0.565
19380000,0,-2.28024,-107.244,0.0463823,0.52175
19400000,0,-3.05998,-107.159,0.0778713,0.430214
19420000,0,-2.70969,-104.875,0.325062,0.4395
19440000,0,-3.24277,-108.653,0.56554,0.475083
19460000,3,-12.39,-108.246,0.511019,0.471308
19480000,0,-2.34984,-104.644,0.0739598,0.5015
19500000,0,-4.30873,-104.515,1.17332,0.451833
19520000,1,-5.24703,-105.504,0.590761,0.477
19540000,0,-3.93617,-104.185,1.64038,0.452944
19560000,2,-12,-101.126,1.35497,0.586
19580000,0,-2.86101,-103.879,0.656962,0.477731
19600000,0,-3.2588,-104.059,1.10487,0.518333
19620000,1,-7.93077,-106.434,0.892424,0.398
19640000,0,-2.93317,-105.848,0.410925,0.46345
19660000,0,-4.24625,-104.154,0.239868,0.439667
19680000,2,-12.5613,-99.9187,0.760964,0.578833
19700000,0,-2.43511,-103.757,0.316276,0.5157
19720000,0,-2.19037,-103.865,0.0489509,0.4102
19740000,0,-3.12985,-103.899,0.511685,0.428
19760000,0,-3.9868,-106.935,1.66851,0.56525
19780000,0,-3.32338,-106.968,0.58297,0.4895
19800000,0,-2.65012,-105.189,0.501466,0.4315
19820000,0,-2.83399,-103.353,0.706301,0.4405
19840000,0,-2.31855,-105.361,0.103167,0.491
19860000,1,-7.13917,-103.039,0.946134,0.473
19880000,2,-15.5293,-104.609,2.66211,0.486143
19900000,1,-8.04439,-104.785,2.64112,0.4505
19920000,0,-2.55338,-104.031,0.0835627,0.4255
19940000,0,-7.31018,-104,1.10966,0.458618
19960000,0,-2.5957,-105.221,0.0788752,0.449
19980000,1,-5.94486,-105.426,0.677378,0.4805
