generation,N_shifts,logPrior,logLik,eventRate,acceptRate
1300000,0,-2.34796,-103.585,0.153224,0.4405
1320000,3,-17.2831,-95.426,3.5166,0.6165
1340000,0,-2.83021,-104.15,0.458197,0.4783
1360000,0,-4.36857,-103.731,1.99792,0.4545
1380000,0,-2.39739,-106.51,0.0596101,0.553
1400000,0,-2.45307,-103.692,0.295549,0.5005
1420000,0,-2.95672,-105.406,0.260495,0.4695
1440000,0,-2.88417,-103.793,0.633905,0.413875
1460000,0,-2.69056,-105.179,0.0770552,0.428
1480000,1,-7.68633,-105.112,0.448807,0.454167
1500000,0,-2.54437,-103.522,0.415864,0.45225
1520000,0,-3.49262,-104.848,1.11296,0.4375
1540000,0,-2.84824,-103.907,0.458793,0.431364
1560000,0,-2.78866,-104.398,0.660428,0.438
1580000,0,-5.47385,-106.485,1.18168,0.40575
1600000,1,-6.71058,-103.599,0.807051,0.452
1620000,0,-2.38827,-106.401,0.198456,0.432625
1640000,0,-3.28782,-103.714,1.11657,0.48225
1660000,1,-8.64908,-104.776,1.20665,0.4785
1680000,1,-7.49025,-97.4445,0.235536,0.533
1700000,0,-2.53717,-105.162,0.188654,0.44055
1720000,3,-14.3461,-102.298,1.39486,0.414
1740000,0,-2.28289,-103.597,0.0677281,0.42125
1760000,0,-3.12475,-105.559,0.412,0.445625
1780000,2,-8.73536,-110.717,0.20749,0.4535
1800000,3,-18.8562,-100.648,3.15912,0.478
1820000,0,-2.50018,-104.482,0.0190715,0.522
1840000,0,-3.34945,-104.808,0.967464,0.45675
1860000,0,-2.94862,-106.77,0.191623,0.465
1880000,0,-2.74448,-105.37,0.315731,0.481625
1900000,0,-2.57984,-105.939,0.423793,0.420083
1920000,0,-2.72036,-103.68,0.608017,0.495
1940000,0,-3.01402,-105.345,0.443574,0.445
1960000,0,-2.80371,-104.648,0.269608,0.3865
1980000,0,-2.8192,-105.184,0.27873,0.422
2000000,0,-3.19163,-104.625,0.991153,0.40925
2020000,0,-2.22762,-105.174,0.0590853,0.508231
2040000,0,-2.28238,-103.39,0.0836751,0.426167
2060000,0,-2.84589,-104.18,0.659484,0.404
2080000,0,-3.0982,-105.312,0.281277,0.441667
2100000,0,-3.13395,-105.216,0.23381,0.440425
2120000,0,-3.19158,-103.616,1.05407,0.4105
2140000,0,-5.7989,-104.593,3.48721,0.469667
2160000,0,-3.12039,-104.642,0.326505,0.44625
2180000,0,-2.619,-103.55,0.339045,0.47
2200000,0,-2.73211,-104.141,0.51092,0.449889
2220000,0,-4.26762,-106.585,1.51194,0.452
2240000,0,-2.59039,-104.28,0.221429,0.4175
2260000,1,-5.7878,-103.422,1.08904,0.469357
2280000,0,-3.63583,-104.743,0.138583,0.426
2300000,0,-2.77984,-104.1,0.42097,0.481875
2320000,0,-2.81483,-104.337,0.428647,0.47625
2340000,1,-7.4649,-106.187,0.239731,0.5645
2360000,0,-2.43228,-105.965,0.00013329,0.457167
2380000,0,-2.66807,-104.66,0.306107,0.438
2400000,0,-3.41249,-105.634,0.402097,0.445423
2420000,0,-2.42572,-103.637,0.114765,0.4235
2440000,0,-3.38538,-106.035,0.319375,0.4958
2460000,0,-2.84414,-104.435,0.39501,0.5075
2480000,0,-3.57005,-103.564,1.4362,0.49
2500000,0,-2.39533,-104.813,0.133257,0.4175
2520000,0,-4.94899,-104.38,1.04229,0.4685
2540000,1,-5.57191,-105.395,0.0301406,0.440571
2560000,1,-17.5304,-101.18,0.943783,0.429
2580000,0,-2.74047,-104.326,0.494282,0.464875
2600000,0,-2.99831,-107.169,0.651538,0.500333
2620000,0,-3.69605,-104.698,0.763035,0.512889
2640000,0,-2.49255,-103.252,0.370067,0.5065
2660000,1,-9.62238,-102.139,1.36975,0.4771
2680000,0,-2.92815,-105.577,0.616584,0.431333
2700000,0,-3.01697,-105.847,0.0765908,0.50525
2720000,0,-3.81538,-104.426,1.54874,0.43475
2740000,0,-2.1643,-103.799,0.043996,0.4745
2760000,0,-2.38814,-104.427,0.178042,0.449333
2780000,0,-3.10335,-104.045,0.185258,0.4035
2800000,0,-2.76716,-106.747,0.150423,0.4905
2820000,0,-2.31627,-103.556,0.0112567,0.4265
2840000,0,-2.78242,-104.905,0.541298,0.4445
2860000,0,-2.77413,-103.821,0.324862,0.4465
2880000,0,-2.87028,-105.196,0.575893,0.4524
2900000,0,-2.426,-103.945,0.0800416,0.416167
2920000,0,-3.06812,-104.101,0.769822,0.3675
2940000,0,-3.19103,-103.622,0.225117,0.4696
2960000,0,-2.8929,-104.737,0.693019,0.465375
2980000,0,-2.52069,-107.082,0.152155,0.447375
3000000,1,-6.94928,-103.666,0.83474,0.4315
3020000,0,-2.41487,-104.666,0.212037,0.4045
3040000,0,-3.00803,-104.69,0.0885544,0.502286
3060000,0,-4.25203,-104.491,0.340133,0.48
3080000,0,-3.79309,-103.37,1.54532,0.505179
3100000,1,-7.50727,-98.04,2.50634,0.516056
3120000,0,-2.92573,-106.927,0.166421,0.4655
3140000,1,-9.22309,-105.1,2.022,0.419
3160000,0,-3.73917,-104.754,0.962228,0.467
3180000,0,-2.74055,-104.184,0.590994,0.489
3200000,0,-2.81956,-103.58,0.679073,0.456333
3220000,1,-7.70886,-103.829,1.94987,0.450033
3240000,0,-2.73458,-104.162,0.309671,0.437
3260000,0,-2.25826,-105.479,0.0615837,0.4475
3280000,1,-7.02995,-108.25,0.750079,0.4491
3300000,0,-2.89319,-105.435,0.681641,0.516
3320000,0,-2.92083,-105.448,0.69086,0.45025
3340000,0,-2.63278,-104.871,0.470988,0.429667
3360000,0,-2.28884,-103.331,0.151027,0.468
3380000,1,-11.841,-98.2699,1.2169,0.573083
3400000,2,-9.96084,-108.162,2.04468,0.511
3420000,1,-5.18861,-104,0.604576,0.454192
3440000,0,-2.40801,-106.192,0.0461586,0.4105
3460000,0,-2.50335,-105.419,0.296641,0.4595
3480000,0,-3.29643,-104.27,1.08105,0.422667
3500000,2,-11.3233,-95.3464,1.64771,0.577375
3520000,1,-6.39602,-108.602,0.114256,0.43825
3540000,0,-2.88176,-103.986,0.505344,0.3825
3560000,1,-6.79793,-102.479,1.6196,0.419
3580000,1,-8.73649,-97.9247,0.665818,0.4725
3600000,0,-4.50276,-106.045,0.389009,0.480375
3620000,1,-8.70052,-97.6445,0.533613,0.464375
3640000,0,-3.47083,-105.084,1.01459,0.5045
3660000,0,-2.44619,-103.628,0.00614281,0.46
3680000,1,-6.70303,-95.7156,0.364122,0.51525
3700000,1,-7.38233,-99.2187,1.46916,0.5465
3720000,0,-2.9306,-105.204,0.350799,0.448
3740000,0,-3.22496,-104.88,0.812777,0.4514
3760000,0,-3.36437,-103.661,0.260327,0.3905
3780000,0,-2.92514,-103.906,0.620149,0.52825
3800000,1,-4.66853,-103.314,0.458251,0.5055
3820000,0,-2.35356,-105.056,0.209607,0.45025
3840000,0,-2.96721,-103.79,0.529566,0.441
3860000,0,-2.78521,-108.405,0.287414,0.445625
3880000,0,-4.87249,-103.354,0.23693,0.4255
3900000,0,-2.59428,-104.537,0.368775,0.41625
3920000,0,-2.25981,-104.313,0.125166,0.4495
3940000,0,-3.45038,-106.174,1.09895,0.437
3960000,2,-9.87506,-108.119,1.35031,0.4318
3980000,0,-4.88718,-103.82,0.00987983,0.428
4000000,0,-2.26579,-105.198,0.0483964,0.448875
4020000,3,-13.4275,-98.7084,2.05652,0.465919
4040000,1,-7.8134,-102.431,2.23356,0.494167
4060000,0,-2.73134,-104.492,0.53449,0.4225
4080000,0,-2.2571,-104.408,0.11848,0.455375
4100000,0,-2.30794,-103.36,0.17993,0.4424
4120000,0,-2.63534,-103.324,0.455536,0.43875
4140000,0,-2.71601,-103.699,0.562693,0.505875
4160000,1,-8.07406,-104.568,0.475159,0.5285
4180000,0,-2.46269,-104.435,0.327883,0.443
4200000,0,-2.32099,-103.496,0.182772,0.38
4220000,0,-2.49923,-104.875,0.310662,0.4314
4240000,1,-13.693,-109.303,0.945228,0.46225
4260000,0,-3.41249,-103.853,0.585931,0.4695
4280000,0,-3.00694,-104.746,0.712095,0.450368
4300000,1,-4.76807,-104.806,0.105492,0.5335
4320000,0,-2.95072,-103.65,0.806304,0.3845
4340000,0,-2.5649,-104.665,0.413483,0.520433
4360000,0,-2.3945,-104.145,0.149206,0.4422
4380000,0,-2.78087,-105.523,0.519318,0.429667
4400000,0,-2.70257,-106.294,0.0152235,0.3975
4420000,0,-4.03091,-103.888,0.225079,0.4645
4440000,0,-2.98107,-105.185,0.213033,0.45375
4460000,0,-2.2498,-103.824,0.0461201,0.396
4480000,0,-3.01822,-105.004,0.170127,0.4335
4500000,0,-2.72927,-104.136,0.472117,0.505
4520000,1,-8.32521,-97.5947,2.26527,0.506
4540000,1,-5.92155,-105.501,0.239294,0.448188
4560000,0,-2.68715,-105.551,0.417841,0.523
4580000,0,-2.26474,-105.075,0.0674378,0.4445
4600000,1,-5.04379,-101.329,0.341445,0.546333
4620000,0,-2.85876,-104.864,0.591094,0.4395
4640000,0,-2.48678,-105.237,0.101003,0.415
4660000,0,-2.93277,-104.85,0.804619,0.402
4680000,2,-13.5644,-99.2844,3.06198,0.463
4700000,0,-2.16502,-105.039,0.00340282,0.364
4720000,1,-9.58561,-98.0549,0.278232,0.482714
4740000,0,-2.71205,-104.249,0.361827,0.479833
4760000,0,-2.43947,-104.652,0.27647,0.4345
4780000,0,-3.34834,-103.562,1.04814,0.446548
4800000,1,-6.60677,-102.629,0.509195,0.4535
4820000,0,-3.43953,-104.483,0.77824,0.4385
4840000,0,-2.23985,-104.236,0.0760731,0.435875
4860000,1,-11.1541,-97.7808,3.14085,0.55275
4880000,0,-2.41947,-104.693,0.312378,0.432
4900000,0,-3.86483,-108.221,0.50384,0.398167
4920000,0,-2.90539,-104.528,0.428618,0.4465
4940000,0,-2.93062,-104.012,0.635094,0.4515
4960000,1,-6.74939,-103.208,0.996421,0.4755
4980000,0,-2.95671,-104.738,0.80285,0.40375
5000000,0,-2.40258,-103.437,0.178606,0.413167
5020000,0,-2.3983,-106.526,0.124201,0.440125
5040000,1,-6.07646,-103.07,0.552269,0.46025
5060000,0,-2.80993,-104.253,0.410704,0.452375
5080000,0,-2.6868,-104.582,0.390071,0.46025
5100000,1,-9.08288,-104.606,3.61611,0.487
5120000,1,-6.5528,-106.035,0.301026,0.41725
5140000,0,-3.18225,-103.776,0.737786,0.44475
5160000,0,-4.07459,-104.906,0.509197,0.40475
5180000,0,-2.89373,-103.269,0.686516,0.491667
5200000,0,-2.94799,-108.489,0.433279,0.4675
5220000,1,-8.04514,-96.5194,1.47458,0.518
5240000,0,-2.74864,-104.482,0.615349,0.48025
5260000,0,-2.38009,-105.267,0.0492378,0.4045
5280000,0,-4.32785,-103.817,2.18235,0.533333
5300000,0,-3.01967,-104.331,0.704488,0.388
5320000,0,-2.58761,-104.622,0.122959,0.415
5340000,1,-5.96024,-105.123,0.303096,0.4245
5360000,1,-9.67616,-96.8108,2.18677,0.5765
5380000,0,-2.29394,-103.283,0.0964401,0.428167
5400000,0,-3.07904,-103.77,0.759031,0.453636
5420000,0,-2.67789,-103.664,0.382491,0.3865
5440000,0,-2.82015,-107.709,0.207963,0.43375
5460000,1,-5.50827,-103.559,0.707296,0.446437
5480000,0,-2.85763,-105.547,0.655454,0.46175
5500000,0,-2.45521,-103.38,0.178658,0.439125
5520000,0,-2.87214,-107.739,0.418461,0.43
5540000,0,-3.30725,-105.227,0.977304,0.4322
5560000,0,-3.82604,-103.466,1.6262,0.394
5580000,0,-3.39593,-104.874,1.19623,0.482667
5600000,0,-3.09726,-105.738,0.769427,0.4955
5620000,1,-5.79205,-98.493,0.837945,0.43275
5640000,0,-2.27755,-103.753,0.0169756,0.4236
5660000,0,-2.54995,-104.209,0.0121412,0.419
5680000,1,-6.40901,-103.962,0.496161,0.408
5700000,0,-2.63936,-103.592,0.388034,0.3915
5720000,0,-2.57684,-104.034,0.332332,0.496
5740000,0,-2.41395,-104.706,0.149471,0.4175
5760000,1,-6.08164,-103.557,0.79785,0.431
5780000,1,-6.17949,-104.217,0.980314,0.47025
5800000,0,-2.19802,-105.746,0.00817763,0.4185
5820000,0,-3.6488,-103.667,0.355848,0.4575
5840000,0,-2.33491,-105.479,0.00689657,0.386
5860000,0,-4.02296,-104.675,1.82053,0.4845
5880000,0,-2.54231,-104.888,0.364144,0.498
5900000,0,-2.44103,-103.936,0.212751,0.431917
5920000,1,-7.09664,-100.254,1.67158,0.445944
5940000,0,-4.55566,-103.416,2.34456,0.459625
5960000,1,-6.68831,-103.805,1.21045,0.468375
5980000,0,-3.60807,-103.734,1.26325,0.42775
6000000,0,-4.41988,-104.465,0.589819,0.442
6020000,0,-2.67178,-104.993,0.139217,0.41925
6040000,0,-3.39819,-104.66,0.945994,0.4905
6060000,1,-7.91452,-104.684,2.00579,0.442875
6080000,0,-2.73878,-104.222,0.351203,0.42625
6100000,0,-2.64095,-104.077,0.445293,0.40675
6120000,0,-2.36573,-103.366,0.249115,0.4414
6140000,0,-2.2524,-104.155,0.055729,0.482278
6160000,0,-2.31275,-103.643,0.191547,0.456
6180000,0,-2.18633,-103.458,0.0531087,0.431583
6200000,1,-5.37975,-105.888,0.230008,0.457
6220000,0,-2.41541,-103.085,0.272938,0.443
6240000,0,-2.8714,-104.925,0.433193,0.457
6260000,0,-2.62985,-104.029,0.056709,0.46325
6280000,0,-3.09982,-103.709,0.673476,0.448409
6300000,0,-2.25231,-104.203,0.100761,0.443437
6320000,0,-2.49005,-103.896,0.175753,0.463
6340000,0,-2.33177,-103.384,0.130396,0.379
6360000,0,-2.61349,-104.581,0.480565,0.461313
6380000,1,-4.9547,-103.702,0.741819,0.480333
6400000,0,-4.17498,-106.167,1.19376,0.4
6420000,0,-2.19238,-103.665,0.0524616,0.4515
6440000,0,-4.25845,-104.872,0.806954,0.4659
6460000,0,-2.33639,-103.739,0.1873,0.437833
6480000,2,-8.58551,-103.97,0.593232,0.598
6500000,0,-2.14398,-104.146,0.00844811,0.4285
6520000,0,-2.75976,-105.066,0.182366,0.464
6540000,1,-5.34254,-106.039,0.263648,0.4205
6560000,0,-2.89019,-106.485,0.397189,0.4385
6580000,0,-2.65738,-105.631,0.454368,0.419833
6600000,1,-7.91182,-103.218,1.29094,0.4883
6620000,1,-5.32761,-102.532,0.919753,0.464333
6640000,0,-2.86713,-103.694,0.656736,0.392
6660000,0,-3.69312,-107.201,0.359028,0.5015
6680000,0,-4.79488,-103.457,2.41343,0.451
6700000,0,-4.26118,-105.159,1.62995,0.4175
6720000,0,-2.46348,-103.597,0.287483,0.4105
6740000,1,-9.85062,-100.356,4.20831,0.498104
6760000,0,-3.9311,-104.973,1.35765,0.4455
6780000,0,-3.09338,-106.522,0.23978,0.444125
6800000,0,-2.30283,-103.63,0.043621,0.528
6820000,0,-2.46028,-106.477,0.357861,0.418
6840000,0,-4.88897,-104.434,0.489074,0.466
6860000,0,-3.28816,-104.641,1.04883,0.463
6880000,0,-2.70525,-103.716,0.414502,0.49025
6900000,0,-2.74301,-108.285,0.0674572,0.415833
6920000,1,-8.45221,-105.484,0.718444,0.423
6940000,0,-2.60382,-104.521,0.351253,0.4825
6960000,0,-2.47769,-105.678,0.17308,0.4186
6980000,0,-2.78172,-104.907,0.523905,0.423
7000000,0,-2.8326,-106.813,0.587892,0.491
7020000,0,-2.34223,-103.95,0.15098,0.441375
7040000,0,-3.10752,-104.546,0.763887,0.46925
7060000,0,-2.85239,-104.546,0.68908,0.467125
7080000,0,-2.25894,-103.831,0.100459,0.45575
7100000,0,-2.91091,-104.532,0.662879,0.46025
7120000,0,-3.12921,-104.32,0.904236,0.5095
7140000,0,-3.02821,-105.215,0.852521,0.428
7160000,0,-3.27185,-104.504,0.205998,0.4985
7180000,2,-10.7773,-99.2326,2.03366,0.5136
7200000,1,-5.6314,-104.283,0.946374,0.4412
7220000,1,-6.28465,-103.435,0.653908,0.4385
7240000,0,-2.28817,-104.208,0.112698,0.452778
7260000,0,-2.98595,-104.313,0.706195,0.474429
7280000,1,-7.29832,-107.313,0.659817,0.446
7300000,0,-3.82955,-104.917,1.57731,0.4494
7320000,0,-2.82606,-103.768,0.0442147,0.5545
7340000,0,-2.59594,-108.285,0.0246076,0.5765
7360000,0,-2.37311,-104.665,0.178512,0.440563
7380000,1,-7.23031,-97.2565,0.380498,0.53525
7400000,0,-2.49675,-103.59,0.227971,0.433667
7420000,0,-3.36908,-103.82,0.170978,0.441182
7440000,0,-2.36502,-105.201,0.145698,0.513
7460000,0,-2.21698,-103.425,0.114346,0.4685
7480000,0,-3.07251,-103.424,0.937971,0.44525
7500000,0,-3.87742,-104.37,0.907742,0.3855
7520000,1,-5.60156,-103.919,0.355321,0.422667
7540000,0,-3.24002,-104.501,0.520871,0.439318
7560000,0,-2.83394,-105.27,0.0381932,0.4605
7580000,0,-3.38983,-105.616,1.0866,0.436875
7600000,0,-4.02433,-105.859,1.16655,0.44725
7620000,1,-7.99865,-103.392,1.48271,0.451
7640000,0,-2.209,-104.013,0.0208514,0.4795
7660000,2,-8.49483,-104.542,1.14382,0.453083
7680000,2,-13.8369,-104.91,0.787332,0.4545
7700000,0,-3.05835,-104.193,0.69848,0.449667
7720000,0,-3.0048,-105.618,0.282475,0.407
7740000,0,-2.86596,-104.932,0.734659,0.475167
7760000,2,-12.8349,-100.71,3.27726,0.553
7780000,1,-7.38251,-99.9728,1.80725,0.4801
7800000,0,-3.87423,-105.447,0.845621,0.452833
7820000,0,-3.42668,-110.268,0.177916,0.4586
7840000,0,-2.4777,-103.981,0.00934692,0.452778
7860000,1,-6.80426,-102.629,0.671026,0.59575
7880000,0,-2.23979,-106.544,0.0321974,0.548
7900000,1,-10.123,-106.075,2.78358,0.458
7920000,0,-2.28588,-104.378,0.173147,0.41825
7940000,0,-3.00534,-106.155,0.787135,0.5115
7960000,0,-3.05476,-105.56,0.622136,0.3995
7980000,1,-6.56034,-99.5182,0.599465,0.49325
8000000,0,-3.38659,-103.852,1.15032,0.491625
8020000,1,-7.88286,-105.265,0.882022,0.459
8040000,1,-9.49295,-105.693,0.784863,0.425
8060000,1,-7.76881,-107.596,1.04986,0.468
8080000,1,-5.83588,-98.3229,0.534255,0.6095
8100000,0,-2.33013,-106.344,0.120277,0.449
8120000,0,-2.28647,-103.402,0.0558517,0.461
8140000,0,-3.13389,-105.872,0.347074,0.44175
8160000,0,-2.63005,-104.82,0.472762,0.4335
8180000,0,-2.44864,-103.877,0.0901969,0.45975
8200000,0,-2.56773,-104.646,0.374142,0.42975
8220000,2,-10.1144,-102.407,0.684573,0.588
8240000,0,-3.74879,-104.713,1.32395,0.45598
8260000,1,-7.10248,-105.295,1.37571,0.4805
8280000,0,-2.49491,-105.106,0.142638,0.372
8300000,0,-2.52226,-104.239,0.04659,0.453667
8320000,0,-3.4114,-103.535,1.15205,0.4815
8340000,1,-9.3671,-99.5079,1.93786,0.584
8360000,0,-3.59229,-103.659,1.28799,0.459
8380000,0,-2.83856,-103.425,0.575495,0.491
8400000,0,-2.61982,-104.055,0.486541,0.376
8420000,1,-9.32055,-104.526,0.312714,0.455
8440000,1,-10.7006,-100.66,1.03672,0.462071
8460000,1,-5.54996,-104.193,0.494687,0.49975
8480000,0,-3.39197,-104.124,1.24065,0.426833
8500000,1,-6.88346,-104.888,0.711051,0.472842
8520000,0,-3.2308,-104.111,1.15443,0.435
8540000,0,-3.51986,-106.278,0.289968,0.4745
8560000,0,-2.82528,-104.758,0.619275,0.452667
8580000,0,-3.19091,-104.716,0.847022,0.43475
8600000,0,-2.40563,-104.549,0.309708,0.4725
8620000,0,-2.45018,-103.713,0.264581,0.392
8640000,0,-2.82107,-103.841,0.469149,0.4245
8660000,0,-3.10805,-106.687,0.366491,0.471
8680000,0,-2.95097,-103.32,0.804365,0.46
8700000,1,-7.27924,-104.172,1.86095,0.48
8720000,0,-4.24199,-106.351,1.88968,0.39875
8740000,1,-8.71129,-98.1205,2.96889,0.49075
8760000,1,-4.72387,-106.506,0.118207,0.4825
8780000,2,-11.3191,-104.139,1.85586,0.421
8800000,1,-9.2059,-107.343,3.65125,0.44525
8820000,0,-3.96316,-104.287,1.79558,0.482
8840000,0,-2.35933,-105.088,0.170912,0.471
8860000,0,-3.4384,-104.6,1.01007,0.4415
8880000,0,-2.71993,-103.215,0.505188,0.4775
8900000,0,-2.73387,-104.276,0.572584,0.444167
8920000,0,-2.85187,-104.21,0.671274,0.464875
8940000,0,-2.45216,-103.339,0.333979,0.512667
8960000,0,-3.09658,-103.916,0.951895,0.433375
8980000,0,-2.70383,-105.457,0.0991955,0.41575
9000000,1,-6.72522,-105.332,0.823345,0.467
9020000,1,-7.57068,-103.881,1.67022,0.4715
9040000,0,-2.59177,-105.571,0.381183,0.4282
9060000,1,-5.84447,-107.438,0.550645,0.50275
9080000,1,-6.76155,-104.804,1.61401,0.44325
9100000,0,-2.69762,-107.475,0.100514,0.548
9120000,2,-12.3802,-102.67,1.32404,0.597667
9140000,0,-3.06852,-103.404,0.775834,0.4
9160000,0,-2.85118,-105.378,0.179919,0.44725
9180000,0,-4.16684,-106.475,0.164617,0.444
9200000,1,-8.60609,-104.05,1.34921,0.43475
9220000,0,-2.70929,-103.566,0.549142,0.458955
9240000,2,-8.12168,-107.782,0.822654,0.514
9260000,1,-7.0788,-107.704,0.475012,0.455833
9280000,0,-2.36459,-103.31,0.225555,0.42
9300000,0,-2.56894,-103.617,0.243469,0.45
9320000,1,-7.55078,-105.106,0.399736,0.536312
9340000,1,-6.39279,-104.912,0.890895,0.422
9360000,1,-7.08334,-98.0954,2.18623,0.486
9380000,0,-3.08724,-105.496,0.440548,0.446
9400000,0,-3.5602,-107.192,1.20357,0.5096
9420000,0,-3.65369,-103.651,1.26642,0.43875
9440000,1,-8.03613,-101.837,1.25759,0.5745
9460000,0,-3.16333,-103.444,1.03786,0.4785
9480000,0,-2.51037,-104.955,0.149393,0.472667
9500000,0,-2.64655,-106.259,0.13741,0.473
9520000,0,-2.99333,-103.964,0.647963,0.4215
9540000,0,-5.10956,-105.684,2.48973,0.4665
9560000,0,-3.05403,-103.761,0.575914,0.452833
9580000,0,-2.85543,-104.929,0.130803,0.434125
9600000,0,-4.29874,-104.685,2.08684,0.4107
9620000,0,-2.4982,-103.47,0.20223,0.43175
9640000,1,-6.8771,-99.4188,0.87213,0.5845
9660000,1,-5.06874,-104.703,0.193251,0.479429
9680000,0,-4.87814,-105.531,0.745073,0.463625
9700000,0,-2.66223,-105.474,0.233936,0.4407
9720000,1,-7.13284,-97.4679,1.21787,0.596
9740000,0,-3.12433,-106.168,0.116088,0.5315
9760000,0,-3.1526,-103.748,1.02934,0.446
9780000,0,-2.76006,-104.513,0.353017,0.446833
9800000,0,-2.84089,-105.88,0.473458,0.450214
9820000,1,-6.39955,-106.452,0.783917,0.47675
9840000,0,-3.05419,-104.375,0.941248,0.452
9860000,0,-3.37532,-105.119,0.647921,0.43225
9880000,0,-2.74743,-104.017,0.555283,0.432417
9900000,0,-3.47841,-103.914,1.1966,0.4551
9920000,1,-7.00514,-104.791,1.6403,0.4535
9940000,1,-6.14745,-100.825,0.292177,0.5239
9960000,1,-5.58516,-104.994,0.132511,0.4585
9980000,0,-4.41124,-105.504,2.21831,0.4272
10000000,1,-11.4333,-107.41,1.08301,0.451167
10020000,0,-3.61994,-104.959,1.02206,0.427
10040000,0,-7.4503,-105.795,0.246283,0.4395
10060000,0,-2.77065,-105.816,0.535832,0.4507
10080000,0,-2.37819,-104.1,0.256362,0.46175
10100000,2,-13.2158,-102.377,1.19282,0.537875
10120000,0,-3.53866,-104.349,0.69619,0.42
10140000,0,-2.39706,-104.133,0.289758,0.493333
10160000,2,-12.0236,-101.4,0.728311,0.464214
10180000,0,-2.35233,-104.803,0.0810729,0.43475
10200000,0,-3.57631,-107.73,0.734408,0.49125
10220000,0,-3.68171,-106.973,0.538303,0.41
10240000,0,-2.732,-106.062,0.13775,0.4483
10260000,1,-7.00943,-96.6708,1.4095,0.566
10280000,1,-5.71618,-99.17,1.08785,0.5645
10300000,0,-2.90306,-106.774,0.031061,0.504192
10320000,0,-2.90982,-103.645,0.148157,0.451214
10340000,4,-21.6097,-97.9071,3.4424,0.48845
10360000,0,-2.21908,-103.531,0.0467761,0.3725
10380000,0,-3.14455,-103.561,0.265319,0.487625
