generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
8025000,Oxymycterus_rufus,Bibimys_chacoensis,0,1.53929,-0.225172,0.0230811,0
8025000,Deltamys_kempi,Akodon_mimus,3.11958,1.83014,-0.253294,0.0337384,0
8030000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.821301,-0.0873253,0.11479,0
8030000,Akodon_juninensis,NA,6.59951,2.00456,-0.0233296,3.99105,0
8030000,Bibimys_chacoensis,Bibimys_labiosus,5.85589,1.92906,-0.00796242,1.45305,0
8035000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.724993,2.07494e-005,0.209862,0
8040000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.475976,0.0523369,0.0563375,0
8045000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.45152,0.0682924,0.0860564,0
8050000,Oxymycterus_rufus,Bibimys_chacoensis,0,1.64946,-0.21347,0.0159414,0
8055000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.383106,0.16115,0.0398126,0
8060000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.730927,-0.0496885,0.00916275,0
8065000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.742474,-0.0375589,0.0447985,0
8070000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.8444,-0.0479937,0.0994832,0
8075000,Oxymycterus_rufus,Bibimys_chacoensis,0,1.08662,-0.111902,0.310183,0
8080000,Oxymycterus_rufus,Bibimys_chacoensis,0,1.28299,-0.171259,0.146715,0
8080000,Akodon_mimus,Akodon_aerosus,3.63867,1.42038,-0.151283,0.0678738,0
8085000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.533583,-0.000166081,0.0167281,0
8090000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.702193,0.0316603,0.380568,0
8095000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.908339,-0.0702385,0.164121,0
8095000,Lenoxus_apicalis,NA,5.39997,0.865368,-0.375571,1.43577,0
8095000,Necromys_lasiurus,Necromys_lenguarum,6.47329,2.10955,-0.278214,3.35007,0
8100000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.576734,-0.00949935,0.1743,0
8105000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.851468,-0.056466,0.13703,0
8110000,Oxymycterus_rufus,Bibimys_chacoensis,0,1.83754,-0.133602,0.574466,0
8115000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.969232,-0.0679433,0.217768,0
8120000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.450139,0.10087,0.110729,0
8120000,Juscelinomys_huanchacae,NA,4.55145,0.448313,-0.0378902,0.768084,0
8125000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.510855,0.0698639,0.0280956,0
