generation,N_shifts,logPrior,logLik,eventRate,acceptRate
10320000,0,-3.57236,-103.096,1.41838,0.4275
10340000,0,-2.99108,-106.248,0.400598,0.49075
10360000,0,-2.76887,-103.931,0.240598,0.45175
10380000,0,-2.61997,-105.339,0.422096,0.4695
10400000,0,-2.40346,-103.93,0.215656,0.454905
10420000,0,-3.78343,-104.102,1.55832,0.449083
10440000,1,-7.64079,-103.932,0.909261,0.4595
10460000,1,-5.0552,-104.537,0.470985,0.436625
10480000,1,-5.67755,-103.933,0.387908,0.455722
10500000,0,-2.73134,-105.644,0.528521,0.5
10520000,2,-15.78,-107.542,0.640404,0.475
10540000,0,-2.47321,-103.829,0.165246,0.442
10560000,0,-2.63393,-105.363,0.266871,0.43025
10580000,0,-2.49498,-104.297,0.0123808,0.447
10600000,1,-6.04029,-105.359,1.11013,0.4255
10620000,0,-2.57002,-105.595,0.128918,0.4805
10640000,1,-7.72472,-105.265,1.02122,0.438375
10660000,0,-2.1999,-103.704,0.0788031,0.447056
10680000,1,-7.94375,-103.443,0.978655,0.45825
10700000,0,-2.45452,-103.823,0.0991088,0.4365
10720000,0,-3.93028,-103.761,1.48879,0.4529
10740000,0,-3.30045,-106.875,0.0280042,0.441125
10760000,1,-4.81628,-102.993,0.545899,0.455682
10780000,0,-2.28759,-104.187,0.140003,0.454846
10800000,0,-2.3836,-104.448,0.211045,0.426
10820000,0,-3.3994,-106.368,0.31254,0.428
10840000,0,-2.40558,-105.264,0.216056,0.453
10860000,0,-2.55625,-104.324,0.322795,0.461
10880000,2,-10.9233,-97.372,1.52774,0.564167
10900000,0,-2.38623,-105.926,0.190284,0.4145
10920000,0,-2.75691,-107.839,0.149042,0.4275
10940000,1,-6.23913,-102.965,1.4577,0.538333
10960000,1,-8.30673,-104.232,2.79726,0.49
10980000,0,-2.86862,-104.181,0.711099,0.4445
11000000,0,-2.51497,-106.005,0.215387,0.416
11020000,0,-2.51888,-105.146,0.0436171,0.4625
11040000,1,-10.3838,-97.7741,0.512415,0.509
11060000,0,-3.94095,-104.673,0.923773,0.3975
11080000,0,-3.44877,-108.341,0.0870007,0.455667
11100000,0,-3.09612,-105.911,0.318506,0.417
11120000,0,-2.61436,-108.747,0.250331,0.4825
11140000,1,-5.95512,-104.505,0.35066,0.472
11160000,0,-6.08958,-105.73,2.13626,0.42025
11180000,0,-2.88062,-104.084,0.0338482,0.4555
11200000,1,-7.1374,-98.2583,0.451494,0.5555
11220000,0,-3.36957,-108.271,1.04524,0.445262
11240000,0,-2.8075,-104.768,0.560508,0.461
11260000,1,-8.31041,-104.98,0.908935,0.4695
11280000,0,-3.41251,-105.697,1.09409,0.447
11300000,0,-2.45441,-103.903,0.293306,0.4375
11320000,0,-3.15874,-104.279,0.748802,0.449607
11340000,0,-2.48417,-104.637,0.137498,0.452
11360000,1,-6.76836,-106.641,1.10548,0.4525
11380000,1,-8.86635,-103.576,0.585691,0.407833
11400000,1,-8.27585,-106.929,1.09046,0.433375
11420000,0,-2.57946,-104.74,0.107095,0.40825
11440000,0,-3.22531,-103.658,1.08959,0.432625
11460000,3,-13.3358,-100.468,1.73602,0.50175
11480000,0,-2.34774,-104.09,0.0901262,0.4415
11500000,1,-9.27306,-105.694,1.69425,0.398
11520000,0,-2.40137,-107.403,0.164955,0.44975
11540000,0,-3.63536,-103.746,1.52387,0.4555
11560000,0,-2.7993,-105.136,0.141259,0.424667
11580000,0,-4.13988,-105.575,1.26391,0.4075
11600000,0,-2.39771,-104.512,0.146941,0.399
11620000,0,-3.33768,-107.289,0.0671697,0.4325
11640000,0,-2.96787,-105.659,0.149957,0.4489
11660000,0,-3.35465,-104.818,1.13069,0.436875
11680000,0,-3.28587,-103.114,1.16158,0.452
11700000,0,-3.8787,-103.756,0.194964,0.425
11720000,0,-3.01943,-105.709,0.56209,0.475
11740000,0,-2.71248,-104.304,0.108054,0.424833
11760000,0,-2.48525,-105.648,0.0954474,0.381
11780000,0,-2.1748,-104.068,0.0266319,0.449
11800000,0,-2.69546,-104.945,0.574208,0.4895
11820000,0,-2.76327,-103.079,0.617409,0.4515
11840000,0,-2.709,-103.595,0.580426,0.470333
11860000,0,-2.56798,-106.145,0.338843,0.394
11880000,1,-5.56403,-104.543,0.169312,0.46775
11900000,0,-2.81218,-103.627,0.463237,0.47
11920000,0,-2.65061,-104.018,0.436804,0.441846
11940000,0,-2.74848,-104.161,0.0898556,0.426
11960000,4,-20.2146,-101.431,1.78807,0.499333
11980000,2,-10.0831,-103.392,0.955938,0.519
12000000,0,-3.35574,-104.905,1.11492,0.425
12020000,0,-2.53342,-103.892,0.389917,0.4205
12040000,0,-2.88365,-104.047,0.533243,0.463
12060000,0,-3.936,-103.818,1.69212,0.469
12080000,0,-2.82929,-105.007,0.325608,0.4434
12100000,0,-5.50006,-106.894,1.21528,0.450667
12120000,0,-2.67085,-103.899,0.468951,0.408167
12140000,0,-3.48368,-103.925,1.2405,0.468
12160000,0,-3.58796,-105.488,0.898131,0.436333
12180000,1,-7.09375,-105.755,0.5636,0.5955
12200000,0,-2.83631,-106.119,0.232964,0.4395
12220000,0,-3.10116,-105.189,0.308184,0.44375
12240000,0,-2.77302,-103.411,0.600784,0.4235
12260000,0,-3.12011,-106.148,0.803917,0.4645
12280000,0,-2.31165,-103.699,0.109103,0.46475
12300000,0,-2.84385,-104.879,0.395623,0.5525
12320000,0,-2.91876,-105.509,0.567796,0.428
12340000,0,-2.6659,-104.413,0.52135,0.452062
12360000,0,-2.75086,-104.416,0.562749,0.444375
12380000,0,-2.39343,-103.708,0.213336,0.449833
12400000,1,-6.96559,-105.062,1.50576,0.4265
12420000,0,-3.13067,-104.62,0.943546,0.4486
12440000,1,-8.51056,-107.647,0.683752,0.430786
12460000,0,-2.71764,-107.831,0.343997,0.3895
12480000,0,-2.21795,-105.511,0.0178879,0.4125
12500000,1,-5.76901,-102.925,0.623617,0.434
12520000,0,-2.92441,-103.85,0.705563,0.432
12540000,0,-4.29554,-106.07,1.21248,0.4325
12560000,0,-2.52982,-104.619,0.223181,0.3885
12580000,0,-4.10765,-103.581,0.383474,0.479906
12600000,0,-2.46625,-105.008,0.296992,0.453667
12620000,0,-3.88463,-105.998,1.38493,0.381
12640000,0,-2.2243,-104.421,0.0610496,0.468385
12660000,1,-7.22485,-105.311,1.18671,0.4555
12680000,0,-2.38683,-107.669,0.0333385,0.4015
12700000,1,-7.82032,-105.454,1.34664,0.438214
12720000,0,-2.31499,-105.497,0.0496685,0.538
12740000,0,-2.65334,-104.247,0.214943,0.493667
12760000,1,-6.58013,-101.242,1.81859,0.447
12780000,0,-2.84604,-104.068,0.656166,0.394
12800000,0,-2.52171,-104.64,0.340614,0.47425
12820000,0,-2.987,-103.786,0.814025,0.409667
12840000,1,-10.3503,-104.792,2.16155,0.40625
12860000,0,-3.39568,-109.974,0.843471,0.418
12880000,0,-2.50735,-103.794,0.12829,0.396167
12900000,0,-2.52961,-104.507,0.30189,0.4325
12920000,0,-2.40874,-103.624,0.222249,0.511
12940000,0,-2.45325,-104.068,0.149473,0.4835
12960000,0,-2.2543,-103.683,0.0701361,0.4
12980000,2,-10.7052,-105.532,2.32607,0.407
13000000,0,-3.48862,-108.732,0.971837,0.49025
13020000,0,-2.24906,-106.207,0.107887,0.481773
13040000,0,-3.29145,-103.737,0.946608,0.47525
13060000,2,-12.3478,-104.182,2.242,0.49025
13080000,0,-2.35085,-103.515,0.115479,0.437833
13100000,0,-3.36792,-105.19,0.955685,0.454333
13120000,1,-4.98666,-104.57,0.289653,0.448667
13140000,0,-2.26823,-104.584,0.0406157,0.473167
13160000,0,-3.74792,-106.375,1.59673,0.472125
13180000,0,-2.48579,-105.509,0.0317778,0.4505
13200000,2,-11.019,-113.158,1.16781,0.4362
13220000,1,-6.45542,-104.416,1.18604,0.502
13240000,0,-2.99568,-108.542,0.35365,0.457833
13260000,0,-2.93939,-105.14,0.368044,0.44725
13280000,2,-13.5021,-106.686,2.24523,0.466625
13300000,0,-2.59236,-103.575,0.363727,0.507045
13320000,0,-3.13245,-105.704,0.517157,0.4345
13340000,0,-3.2178,-103.59,0.753787,0.449
13360000,0,-2.90914,-105.533,0.46331,0.42375
13380000,0,-2.43095,-106.548,0.365891,0.443
13400000,0,-2.39,-103.932,0.11629,0.459333
13420000,0,-2.59822,-105.738,0.376257,0.4425
13440000,2,-14.9414,-99.5455,1.76271,0.459583
13460000,4,-18.4148,-107.172,2.68511,0.544
13480000,0,-3.17708,-108.829,0.306987,0.4015
13500000,0,-2.88733,-105.133,0.248112,0.45725
13520000,0,-2.55005,-105.679,0.225244,0.4205
13540000,0,-3.15291,-105.689,0.854086,0.49
13560000,2,-16.5237,-106.625,0.661996,0.44
13580000,0,-2.63048,-104.143,0.111603,0.461
13600000,0,-3.02437,-103.986,0.481823,0.436
13620000,0,-2.90673,-106.322,0.606344,0.4075
13640000,1,-7.95585,-105.161,1.56323,0.414563
13660000,0,-2.65957,-106.356,0.183048,0.393
13680000,0,-2.47305,-105.995,0.341716,0.419875
13700000,1,-6.52374,-103.931,1.44941,0.468591
13720000,0,-2.86107,-104.565,0.488795,0.538167
13740000,2,-8.98426,-101.174,0.55858,0.537318
13760000,0,-2.43692,-103.404,0.147974,0.523
13780000,0,-2.82176,-107.038,0.385243,0.505808
13800000,0,-2.4581,-103.169,0.315394,0.4775
13820000,0,-2.4702,-103.955,0.278059,0.416
13840000,0,-3.3872,-104.714,0.977734,0.44625
13860000,1,-6.47679,-104.514,1.8116,0.4785
13880000,1,-6.49005,-105.317,0.650403,0.4725
13900000,0,-2.84165,-103.222,0.732867,0.3775
13920000,0,-2.59114,-104.325,0.448608,0.4005
13940000,0,-2.41196,-104.105,0.085012,0.4519
13960000,1,-8.13358,-104.625,1.94049,0.4495
13980000,0,-3.43363,-103.751,0.819364,0.4335
14000000,0,-2.81007,-104.67,0.359121,0.4335
14020000,0,-2.73379,-103.88,0.0168583,0.4195
14040000,1,-7.37579,-97.8146,1.48906,0.5125
14060000,3,-15.9304,-100.842,1.91784,0.501
14080000,0,-3.05297,-107.911,0.474517,0.482
14100000,0,-4.30264,-104.196,0.191177,0.477545
14120000,1,-8.74556,-103.389,1.8833,0.4725
14140000,0,-3.37674,-104.678,0.655088,0.4655
14160000,0,-2.46815,-105.719,0.208962,0.4555
14180000,0,-2.30199,-104.306,0.122705,0.396
14200000,1,-6.79619,-105.749,0.314794,0.43075
14220000,0,-3.30757,-103.798,0.957597,0.561
14240000,1,-8.80872,-104.254,1.54143,0.437
14260000,0,-2.52114,-104.18,0.0430799,0.459375
14280000,0,-5.32877,-104.397,0.406854,0.495231
14300000,1,-8.59679,-103.842,0.809145,0.4245
14320000,0,-2.45073,-103.867,0.286495,0.4395
14340000,0,-3.40991,-104.995,0.52474,0.48
14360000,0,-3.11976,-105.796,0.438858,0.424875
14380000,0,-3.10042,-106.664,0.736897,0.4144
14400000,0,-2.99129,-104.625,0.610121,0.441875
14420000,1,-6.51978,-104.451,1.69334,0.421857
14440000,0,-2.908,-105.62,0.267361,0.4575
14460000,0,-2.25516,-105.187,0.15518,0.4554
14480000,0,-2.72237,-103.723,0.574145,0.463625
14500000,0,-2.58844,-106.018,0.0564623,0.417
14520000,0,-2.55354,-104.483,0.0904492,0.417833
14540000,0,-2.51628,-103.057,0.354154,0.427
14560000,0,-2.95485,-106.502,0.0169851,0.44825
14580000,1,-9.81371,-98.6174,0.965867,0.52225
14600000,0,-2.54018,-105.072,0.276601,0.4065
14620000,1,-6.77852,-103.636,0.12222,0.433333
14640000,0,-2.14321,-104.289,0.00457111,0.462944
14660000,0,-2.61554,-103.789,0.406046,0.44925
14680000,1,-7.47932,-103.809,0.379189,0.517
14700000,0,-2.39814,-104.54,0.0681921,0.4525
14720000,1,-7.31556,-105.837,0.873735,0.4465
14740000,0,-2.99514,-103.439,0.833874,0.432833
14760000,0,-2.53758,-103.09,0.409186,0.4297
14780000,1,-6.6324,-102.541,0.490552,0.51025
14800000,1,-6.35753,-104.256,0.890714,0.403
14820000,0,-2.63581,-103.92,0.167069,0.422333
14840000,0,-2.28017,-104.223,0.0853504,0.468187
14860000,0,-2.28234,-103.262,0.0988483,0.481
14880000,0,-4.08095,-105.394,1.70878,0.388
14900000,0,-2.68481,-104.834,0.470868,0.47975
14920000,0,-3.85078,-107.506,1.56811,0.4632
14940000,0,-3.05977,-106.598,0.229739,0.5355
14960000,0,-2.8045,-106.024,0.174,0.4525
14980000,1,-5.48099,-103.498,0.0890442,0.4544
15000000,0,-2.94102,-104.036,0.682823,0.441625
15020000,0,-2.94088,-103.882,0.405718,0.4675
15040000,1,-8.35057,-103.292,0.762934,0.493
15060000,0,-3.31601,-103.691,1.02575,0.436
15080000,0,-2.75966,-105.583,0.133898,0.468
15100000,0,-3.11059,-105.945,0.635799,0.476567
15120000,0,-2.84574,-105.483,0.527274,0.4145
15140000,0,-4.0954,-104.376,1.61429,0.4555
15160000,0,-2.40348,-106.253,0.03393,0.442286
15180000,0,-4.32404,-105.903,2.14312,0.4511
15200000,0,-3.4454,-108.786,0.467176,0.4405
15220000,0,-3.63647,-104.947,1.32313,0.437
15240000,1,-6.0235,-101.671,0.437349,0.51225
15260000,0,-3.48233,-110.057,0.644753,0.42025
15280000,0,-2.09392,-106.287,0.00811486,0.444375
15300000,2,-11.1006,-105.545,1.90881,0.4735
15320000,0,-2.62138,-105.55,0.163767,0.466321
15340000,0,-2.21657,-106.269,0.00863735,0.4495
15360000,0,-2.44408,-106.408,0.184682,0.433
15380000,0,-2.42522,-106.621,0.21111,0.4485
15400000,0,-2.36275,-103.405,0.21166,0.4035
15420000,3,-13.3409,-99.5485,1.13378,0.6005
15440000,3,-13.0619,-103.068,1.90675,0.5505
15460000,0,-2.27557,-103.328,0.0881255,0.423
15480000,0,-3.37959,-104.838,0.625895,0.44125
15500000,2,-10.5796,-95.2366,1.31143,0.56425
15520000,1,-6.04713,-103.476,0.66174,0.459214
15540000,1,-5.30979,-103.016,0.737811,0.4185
15560000,0,-2.942,-104.607,0.329864,0.4305
15580000,1,-10.6846,-106.642,2.44525,0.457667
15600000,0,-4.08286,-103.751,1.85872,0.5135
15620000,0,-2.59718,-103.826,0.49389,0.427
15640000,0,-2.84537,-104.692,0.614674,0.42
15660000,0,-2.38352,-103.748,0.22561,0.4709
15680000,0,-2.70148,-104.261,0.285044,0.427
15700000,0,-3.20462,-104.892,0.434161,0.414875
15720000,1,-9.12815,-104.424,2.91421,0.4075
15740000,0,-3.77795,-104.492,1.1475,0.42125
15760000,1,-5.11037,-99.9151,0.23165,0.555667
15780000,1,-5.07739,-109.511,0.401497,0.4562
15800000,0,-2.46022,-107.086,0.0114586,0.412
15820000,1,-6.11172,-103.975,0.678267,0.492375
15840000,0,-2.76535,-105.932,0.0734194,0.459
15860000,0,-4.09723,-109.893,0.46812,0.478682
15880000,0,-2.24337,-105.09,0.0647025,0.44915
15900000,0,-2.82327,-107.064,0.274102,0.465429
15920000,0,-2.57889,-104.341,0.10015,0.427
15940000,2,-9.24643,-104.066,0.901833,0.4517
15960000,1,-5.21757,-104.25,0.267593,0.4375
15980000,0,-3.00966,-106.315,0.223234,0.45725
16000000,1,-6.21986,-103.727,0.712103,0.459167
16020000,0,-2.99015,-107.009,0.372917,0.446857
16040000,0,-2.51069,-104.567,0.0676616,0.44475
16060000,1,-11.4186,-105.378,0.340525,0.5145
16080000,2,-9.06792,-97.9466,0.331521,0.538875
16100000,0,-2.37461,-105.461,0.215632,0.471833
16120000,1,-6.76395,-97.6072,1.53431,0.4815
16140000,0,-2.90168,-104.337,0.682068,0.50975
16160000,1,-6.78591,-107.805,0.149738,0.4825
16180000,0,-2.27731,-103.168,0.0571578,0.4345
16200000,0,-2.79726,-106.787,0.0830146,0.502
16220000,0,-2.67456,-104.33,0.551253,0.43175
16240000,0,-2.74988,-106.441,0.183864,0.4385
16260000,0,-2.40163,-105.415,0.00877378,0.476778
16280000,0,-2.45633,-105.728,0.183114,0.5815
16300000,3,-12.6198,-102.518,1.94277,0.4732
16320000,2,-10.0366,-104.474,0.780882,0.4315
16340000,0,-2.95776,-104.254,0.767996,0.4035
16360000,0,-2.24654,-104.815,0.0620569,0.482375
16380000,4,-27.5448,-102.647,2.00934,0.4668
16400000,2,-12.7926,-105.781,2.54539,0.483167
16420000,0,-2.65202,-105.837,0.381797,0.418
16440000,1,-6.29326,-104.106,0.483427,0.479
16460000,0,-2.52757,-105.636,0.397399,0.43525
16480000,0,-2.6078,-104.174,0.450166,0.527
16500000,0,-2.77576,-104.888,0.408102,0.425
16520000,0,-4.48482,-105.518,2.13579,0.471625
16540000,2,-9.48951,-101.208,0.543516,0.491611
16560000,0,-2.32847,-104.618,0.20659,0.492812
16580000,1,-8.53235,-106.244,0.99696,0.494
16600000,1,-5.34492,-104.466,0.181642,0.49775
16620000,0,-2.98568,-104.772,0.448355,0.448357
16640000,0,-2.53733,-103.279,0.338128,0.488
16660000,0,-3.12479,-103.579,0.91781,0.4575
16680000,0,-3.76113,-105.957,0.742121,0.392
16700000,0,-3.84335,-107.17,0.945661,0.4075
16720000,0,-3.05717,-105.223,0.463227,0.446
16740000,2,-11.1934,-101.588,0.768437,0.503167
16760000,1,-11.6206,-105.395,0.914253,0.5335
16780000,1,-7.19315,-105.584,1.44228,0.49375
16800000,0,-2.99383,-105.963,0.743939,0.4165
16820000,0,-2.67064,-103.983,0.309825,0.5045
16840000,0,-2.20953,-104.626,0.0516847,0.473333
16860000,0,-3.09999,-105.738,0.188366,0.424
16880000,0,-3.04642,-104.391,0.746688,0.442
16900000,1,-7.0388,-102.967,0.247238,0.403
16920000,0,-2.56201,-105.374,0.290242,0.463
16940000,1,-7.3977,-106.129,1.38848,0.5005
16960000,0,-2.78243,-104.493,0.524688,0.453
16980000,1,-7.50917,-105.833,0.380367,0.4415
17000000,2,-14.1485,-105.29,4.9545,0.5165
17020000,0,-3.17267,-103.557,0.283464,0.459
17040000,1,-8.68778,-105.079,1.96399,0.470833
17060000,0,-4.33542,-103.898,2.03677,0.46225
17080000,0,-2.37667,-103.544,0.163493,0.42175
17100000,1,-5.98466,-104.643,0.622771,0.481125
17120000,0,-2.43903,-104.306,0.0652245,0.46175
17140000,1,-6.66841,-104.825,0.212258,0.443083
17160000,1,-6.03179,-104.791,0.688555,0.4735
17180000,0,-2.79622,-104.073,0.556289,0.436286
17200000,0,-2.44379,-104.563,0.188006,0.45
17220000,0,-2.57056,-103.558,0.140325,0.3775
17240000,0,-2.67281,-104.184,0.133072,0.460583
17260000,1,-6.07104,-107.6,0.917715,0.4345
17280000,0,-4.17225,-104.59,1.88318,0.43925
17300000,1,-5.39642,-107.793,0.57285,0.4593
17320000,1,-9.51038,-106.355,2.05123,0.407
17340000,1,-8.5169,-103.607,2.37571,0.453833
17360000,0,-2.67037,-103.207,0.511188,0.476
17380000,0,-2.52643,-104.023,0.352228,0.471722
17400000,0,-4.65824,-107.237,0.224279,0.460042
17420000,0,-2.32028,-104.338,0.00478099,0.451643
17440000,2,-12.0593,-104.847,0.623627,0.475925
17460000,0,-3.19173,-108.89,0.657339,0.4737
17480000,0,-2.96438,-103.938,0.00426365,0.447962
17500000,0,-2.80007,-104.019,0.636134,0.4985
17520000,2,-11.8884,-105.531,3.04141,0.463
17540000,0,-2.74217,-103.41,0.294346,0.4415
17560000,1,-7.06419,-104.215,0.329531,0.481
17580000,1,-7.70846,-105.622,1.88855,0.46675
17600000,0,-2.64472,-104.227,0.0302802,0.4375
17620000,0,-3.09488,-106.068,0.143263,0.4285
17640000,0,-2.68437,-103.488,0.549731,0.4475
17660000,0,-2.48926,-103.818,0.220202,0.48025
17680000,0,-3.1964,-109.417,0.123643,0.4065
17700000,0,-3.4343,-104.423,1.18956,0.4331
17720000,0,-2.56005,-104.989,0.278315,0.4408
17740000,1,-6.93625,-100.287,0.491265,0.5965
17760000,0,-2.32811,-106.559,0.108667,0.4195
17780000,0,-3.56217,-105.216,0.604059,0.45475
17800000,1,-6.49652,-105.257,0.905441,0.41675
17820000,0,-2.54691,-106.072,0.295395,0.475556
17840000,0,-4.03625,-103.333,1.47397,0.56225
17860000,0,-4.03697,-103.718,1.40597,0.495
17880000,1,-8.93079,-98.358,0.920863,0.43225
17900000,0,-3.05804,-103.747,0.734742,0.475125
17920000,0,-3.16174,-103.988,1.01469,0.454875
17940000,1,-6.51208,-105.921,0.737832,0.4425
17960000,0,-2.91402,-104.568,0.813973,0.46175
17980000,0,-3.23679,-103.476,0.868509,0.463
18000000,0,-2.60092,-104.606,0.390907,0.425
18020000,0,-2.7389,-103.735,0.615495,0.4515
18040000,1,-5.96638,-105.634,0.999323,0.402
18060000,0,-2.30541,-103.943,0.137589,0.457231
18080000,0,-3.63852,-104.137,0.104653,0.4305
18100000,3,-15.7993,-109.167,2.40646,0.5795
18120000,0,-2.52325,-103.385,0.377213,0.4715
18140000,0,-2.58274,-108.57,0.178492,0.479958
18160000,0,-2.185,-105.266,0.0370405,0.463
18180000,0,-3.03069,-104.823,0.633734,0.5045
18200000,0,-5.15713,-103.772,1.05767,0.453143
18220000,1,-7.96698,-98.6622,0.916693,0.552
18240000,0,-2.3719,-104.207,0.152765,0.44525
18260000,3,-14.4517,-99.8834,2.9394,0.591
18280000,0,-2.23866,-103.161,0.124338,0.41
18300000,0,-2.82956,-103.551,0.703544,0.472438
18320000,1,-7.53501,-102.621,2.23928,0.4641
18340000,0,-4.16054,-103.939,0.968411,0.47675
18360000,0,-2.43052,-103.38,0.0750036,0.443833
18380000,0,-2.46746,-104.155,0.379466,0.49925
18400000,0,-3.2866,-106.581,0.403687,0.432
18420000,2,-11.7797,-103.701,3.59132,0.601
18440000,0,-2.45371,-105.897,0.111189,0.461667
18460000,0,-2.22309,-103.375,0.0802578,0.426
18480000,0,-3.11562,-105.795,0.878549,0.441
18500000,0,-2.3052,-103.905,0.151413,0.4665
18520000,1,-8.85277,-104.798,0.975647,0.48825
18540000,1,-7.15249,-103.195,1.06072,0.401
18560000,0,-2.3968,-105.679,0.192687,0.394
18580000,0,-3.30117,-105.259,0.690022,0.39
18600000,1,-6.48009,-106.912,0.367506,0.4407
18620000,1,-6.16747,-101.984,0.853559,0.462125
18640000,1,-7.88037,-105.884,1.21828,0.444
18660000,1,-6.6717,-104.786,0.688188,0.4432
18680000,0,-2.46213,-105.2,0.269438,0.4565
18700000,1,-7.07966,-108.358,0.198414,0.434
18720000,0,-2.87427,-105.111,0.632638,0.4651
18740000,0,-4.69532,-106.346,0.546071,0.4105
18760000,0,-3.16943,-105.87,0.0358899,0.4315
18780000,0,-2.64286,-104.337,0.4582,0.44125
18800000,0,-3.79594,-104.487,1.33356,0.4275
18820000,0,-2.2049,-103.166,0.0942701,0.4767
18840000,0,-2.88169,-106.442,0.15604,0.444727
18860000,0,-2.30478,-104.193,0.12242,0.475083
18880000,0,-2.75407,-105.379,0.21809,0.42025
18900000,2,-11.1872,-103.415,0.737246,0.4675
18920000,0,-3.01129,-103.811,0.704031,0.48375
18940000,0,-2.29108,-103.416,0.122592,0.465
18960000,0,-2.63085,-105.215,0.448956,0.4412
18980000,0,-2.40027,-105.432,0.199203,0.475125
19000000,1,-6.7036,-107.969,1.93006,0.441263
19020000,0,-4.49525,-103.741,0.0328335,0.442
19040000,0,-2.52278,-104.197,0.237475,0.463857
19060000,0,-3.22877,-107.762,0.135052,0.438875
19080000,0,-2.65597,-104.238,0.388683,0.440423
19100000,0,-2.34696,-103.322,0.223765,0.4595
19120000,1,-8.143,-104.929,1.0778,0.4668
19140000,0,-2.67031,-105.804,0.439581,0.4875
19160000,0,-2.38455,-103.974,0.120798,0.46925
19180000,0,-2.82647,-105.902,0.754131,0.430667
19200000,1,-11.2432,-105.31,2.50948,0.43725
19220000,0,-2.54231,-104.038,0.153388,0.449167
19240000,1,-7.65496,-106.186,0.657638,0.4385
19260000,1,-11.9591,-97.0852,0.608552,0.56325
19280000,1,-5.99636,-97.1207,0.449346,0.583
19300000,0,-2.52733,-104.051,0.365015,0.418
19320000,0,-3.78588,-105.058,1.619,0.43975
19340000,0,-3.78527,-103.853,1.49975,0.4265
19360000,1,-8.52838,-98.7153,1.1824,0.544
19380000,0,-4.69706,-105.335,0.0454343,0.4515
19400000,0,-3.38608,-104.805,0.0335683,0.4515
19420000,1,-5.18168,-108.245,0.186299,0.4585
19440000,0,-2.71164,-103.569,0.437504,0.472
19460000,1,-8.16201,-99.5096,1.9542,0.438
19480000,0,-2.7078,-106.235,0.295786,0.4825
19500000,0,-2.49525,-104.569,0.010609,0.455333
19520000,2,-11.3702,-96.7667,1.75986,0.475333
19540000,0,-3.18275,-105.032,0.847011,0.468
19560000,0,-3.209,-104.865,0.591665,0.489625
19580000,0,-2.38251,-103.844,0.239009,0.44025
19600000,0,-2.46767,-105.198,0.158238,0.440167
19620000,0,-3.10103,-104.046,0.701478,0.455
19640000,1,-5.59594,-99.5519,0.396167,0.5439
19660000,0,-2.36344,-104.437,0.123222,0.466714
19680000,3,-10.8024,-104.492,0.389607,0.461
19700000,0,-2.46771,-107.031,0.0792487,0.457
19720000,0,-2.29192,-107.389,0.244879,0.502667
19740000,0,-5.2293,-104.274,1.38512,0.43
19760000,0,-2.2925,-105.091,0.09643,0.4515
19780000,1,-6.69411,-103.328,1.60333,0.4965
19800000,0,-2.12635,-103.704,0.022031,0.479667
19820000,0,-2.88679,-106.892,0.335448,0.463929
19840000,0,-3.7647,-103.213,1.66291,0.441625
19860000,0,-2.30157,-103.464,0.208151,0.401
19880000,0,-2.4415,-105.573,0.150648,0.4075
19900000,0,-2.41213,-103.487,0.2179,0.4145
19920000,0,-2.41575,-104.822,0.21257,0.511667
19940000,1,-4.74661,-106.604,0.147447,0.4395
19960000,0,-2.95932,-103.749,0.193534,0.466
19980000,0,-2.87338,-105.384,0.0692267,0.4643
