"","Ventral","Lateral","Mandible","Size"
"60",0.00314945937183268,0.00410082858779622,0.00515310467415763,0.0541796794703982
"61",0.00216984114040799,0.00317229697790575,0.0039557648921282,0.0264311935127638
"62",0.00116227890532787,0.00140303652845746,0.000905696610406633,0.0112033342764029
"63",0.00111422756452229,0.000740381603108369,0.000884309650350884,0.0125978095179998
"64",0.00164562027174585,0.000618880875092914,0.000570980219894461,0.0183458611671325
"65",0.000277612497111217,0.000589511044387238,0.000190979792268967,0.0130843379599595
"66",0.00226627529082549,8.90636148003193e-05,0.000304495270343662,0.0135752313336081
"67",0.000561425198076774,0.000622380895531613,0.000906616429113161,0.0108291754720403
"68",0.000585613350322297,0.000539925016614985,0.000663009765796645,0.0123065883982078
"69",0.000513507175720863,0.000333945444748762,0.000729433041548136,0.00312247347317762
"70",0.00125554620496034,0.00189949094893383,0.00228081096930815,0.013494484712872
"71",0.00175076851725413,0.0027187100431562,0.00287173880942204,0.0170182240371342
"72",0.00180936280514112,0.0029496247554158,0.00302273928315479,0.0149395618135486
"73",0.00293956704785717,0.005572492445267,0.00373549232724246,0.00954106496474202
"74",0.000955835631824478,0.0011679771850758,0.000774280212198413,0.0187896394499735
"75",0.000909543308586109,0.00114460700795391,0.00161555719030958,0.00461123640001261
"76",0.00094410262051296,0.00119757154321417,0.0014164536014924,0.0025658180211418
"77",0.00181852181375088,0.00196939045860875,0.00170676803607539,0.00335515486401723
"78",0.000255126140030363,0.000413542327281371,0.00101520662515997,0.000975887550163162
"79",5.60684744757841e-05,0.000114578584200217,0.000246925805826015,0.00163305381518382
"80",0.000912288941817682,0.00134320123588892,0.00185512708314424,0.0118563843514003
"81",0.000892301350702103,0.00136208277814493,0.0018634715344982,0.012006862335954
"82",0.000877090147203091,0.0012864823321015,0.00187895501495453,0.0116758738927165
"83",0.000806441386398051,0.0011260656602666,0.001480372798348,0.0120884690493129
"84",0.0009941054431976,0.00132319977383809,0.00213425559025449,0.00537709201029199
"85",0.000729809863861489,0.00112040904697687,0.0017959726316151,0.00429014406907599
"86",0.000730926557906283,0.00107838313434858,0.00168481975326082,0.00410211745867886
"87",0.00039711070143363,0.000732561480785899,0.00119605213264492,0.00271604660278686
"88",0.000388423609621367,0.000750295569235612,0.00105949453745836,0.000350841880736707
"89",0.000383916824768777,0.000310534909924475,0.000764178845601833,0.000432917587420517
"90",0.000102184975445148,0.000247153151729492,0.000629931163966951,0.00085395849784529
"91",0.000852198974055512,0.00114860498923107,0.00212121725272384,0.0027773651618941
"92",0.000597154703383189,0.000363809070621505,0.00108901789595636,0.000376387897573392
"93",0.000131305928422997,0.000855347285912978,0.000295547972325728,0.000513115851423817
"94",0.000363999506332241,0.000686066027280539,0.000687448046405856,0.00412503739383729
"95",0.000401121418626825,0.000551257444000181,0.000671956642913759,5.42276540255235e-05
"96",0.000337159422438912,0.000312069199488119,0.000451009668547333,9.60655492540179e-05
"97",0.00051655279651393,0.000899260646697577,0.000846019381972711,0.0134123955775672
"98",0.000520059800514907,0.000831269223524422,0.000863446370846997,0.0121406414987123
"99",0.000319588418357451,0.000566285995233683,0.000747688861793484,0.0181120836380765
"100",0.000337988068618747,0.000532007933825286,0.000933545070129836,0.0174429636856786
"101",0.000377403443728515,0.000602504091172735,0.000936281402164416,0.0261577240767535
"102",0.00049705290293506,0.00058404596676857,0.000947024683127534,0.0232501349601026
"103",0.000440531242905526,0.00083032173838848,0.000698155861619565,0.00622812500284188
"104",0.000228730606283129,0.000663536890493585,0.000290280272774273,0.00175855606905317
"105",0.00013463692238231,0.000544857359013048,0.000250821426808004,5.68845168188681e-06
"106",0.000459470145322774,0.000680341588796445,0.000686776381086296,0.00905979719345094
"107",0.000482460856649251,0.000750738939683623,0.000798528131356098,0.0112587273276439
"108",0.000667857918720464,0.00107226014633484,0.000994502758882099,0.0120022675316705
"109",0.00046702873355974,0.000324999187329417,0.000650602419314619,3.15799942825046e-08
"110",0.000122968288281954,7.93836423511159e-05,0.000323363436435372,0.000171362064159145
"111",0.00916401764638054,0.0102949838719189,0.0126350958675672,0.216093400708181
"112",0.00661218093117584,0.00913529528744535,0.0111528255300304,0.0659467614942458
"113",0.000459527787361497,0.00136525432596735,0.00151463707216051,0.000414970362605034
"114",0.00445298843990086,0.00306299774759631,0.00535568797020922,0.103458702378117
"115",0.00490980290058638,0.00283812674939602,0.00778398675868632,0.0338003904141908
"116",0.00302910162802745,0.00321785202137642,0.0097914984527486,0.0413923507157164
"117",0.000347888716235247,0.000225549207120943,0.000346772579953765,0.00112044471911919
