generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
1180000,Akodon_aerosus,Akodon_cursor,4.15139,3.46461,-0.408384,0.642856,0
1200000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.368102,0.253222,0.00709912,0
1220000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.469194,0.0236046,0.0709165,0
1240000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.331907,0.175854,0.0227637,0
1260000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.318364,0.233268,0.111158,0
1260000,Juscelinomys_huanchacae,NA,5.50322,0.0458076,-0.0993091,1.02219,0
1280000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.490669,0.0286213,0.0440638,0
1280000,Juscelinomys_huanchacae,NA,5.5119,0.0419643,-0.0100565,1.27099,0
1280000,Akodon_sylvanus,NA,6.76257,0.0558992,-0.145478,0.728347,0
1280000,Necromys_amoenus,NA,5.54829,2.15314,0.141125,2.17289,0
1280000,Deltamys_kempi,NA,5.86411,1.97991,0.163108,3.7385,0
1280000,Akodon_mimus,NA,5.63984,0.833297,-0.108775,2.9527,0
1300000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.46332,0.0801106,0.0107178,0
1320000,Oxymycterus_rufus,Bibimys_chacoensis,0,1.30487,-0.308952,0.0675563,0
1320000,Oxymycterus_rufus,Juscelinomys_huanchacae,3.80623,1.43592,-0.0612523,0.431965,0
1320000,Akodon_cursor,Akodon_juninensis,4.98054,1.91048,-0.297072,0.72379,0
1320000,Akodon_aerosus,Akodon_toba,4.26273,1.38024,-0.0222997,0.0620406,0
1340000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.332221,0.140407,0.00861647,0
1360000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.830194,-0.0902486,0.00803346,0
1380000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.922313,-0.0361608,0.129859,0
1400000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.436603,0.0679169,0.0227096,0
1420000,Oxymycterus_rufus,Bibimys_chacoensis,0,1.17741,-0.129738,0.0971985,0
1440000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.707221,-0.0621912,0.0157545,0
1460000,Oxymycterus_rufus,Bibimys_chacoensis,0,1.13363,-0.114912,0.0915742,0
1480000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.683973,-0.0341185,0.0141026,0
1480000,Akodon_iniscatus,NA,5.70205,2.66728,0.254087,2.40015,0
1500000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.437786,0.0561994,0.0120726,0
1520000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.989513,-0.070596,0.00804108,0
1540000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.412136,0.13573,0.0281012,0
1560000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.542017,-0.0132396,0.0362918,0
1580000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.405832,0.354171,0.149924,0
1600000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.564983,0.0164743,0.0170257,0
1600000,Oxymycterus_rufus,NA,6.62602,2.15069,-0.201355,0.782269,0
1620000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.577352,0.00197262,0.162033,0
1640000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.612226,-0.0430802,0.000671796,0
1660000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.915599,-0.0610435,0.0367304,0
1660000,Necromys_urichi,NA,6.26178,2.20464,-0.290743,2.14439,0
1680000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.710798,-0.132112,0.106062,0
1680000,Akodon_mimus,Akodon_aerosus,3.70427,1.77471,-0.347848,0.0685856,0
1700000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.353802,0.129341,0.0575961,0
1720000,Oxymycterus_rufus,Bibimys_chacoensis,0,1.14399,-0.151217,0.0578959,0
1720000,Akodon_cursor,Akodon_juninensis,4.85714,0.879463,0.17338,0.310208,0
1720000,Bibimys_chacoensis,Bibimys_labiosus,3.65231,2.22464,-0.23612,2.01229,0
1720000,Bibimys_chacoensis,Bibimys_labiosus,4.56493,0.59432,-0.0821504,1.19923,0
1740000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.684244,-0.047672,0.0202013,0
1760000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.427373,0.186906,0.104873,0
1780000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.744624,-0.0618277,0.0393181,0
1780000,Necromys_lasiurus,Necromys_lenguarum,5.21954,0.0239806,0.0749933,2.43556,0
1780000,Akodon_lindberghi,NA,6.24757,1.22693,0.0341542,2.17582,0
1800000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.719853,-0.0964633,0.0561408,0
1800000,Akodon_orophilus,Akodon_mollis,6.08776,0.956744,0.171639,1.00011,0
1800000,Akodon_lindberghi,NA,6.62996,6.109,0.0228374,2.91188,0
1800000,Akodon_mimus,Akodon_aerosus,3.6657,2.15142,-0.309815,0.509665,0
1820000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.342131,0.158509,0.0366921,0
1840000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.921552,-0.0684876,0.0945043,0
1860000,Oxymycterus_rufus,Bibimys_chacoensis,0,1.10043,-0.147435,0.113493,0
1880000,Oxymycterus_rufus,Bibimys_chacoensis,0,1.02559,-0.0738879,0.0738716,0
1900000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.525062,0.0124638,0.12351,0
1920000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.51292,0.0135582,0.0253619,0
1940000,Oxymycterus_rufus,Bibimys_chacoensis,0,1.15527,-0.103991,0.065976,0
1960000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.446016,0.162928,0.00356619,0
1980000,Oxymycterus_rufus,Bibimys_chacoensis,0,1.12178,-0.0996303,0.0631155,0
2000000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.700146,-0.00680072,0.0640152,0
2020000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.580862,-0.0387628,0.0405661,0
2040000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.698038,-0.0320728,0.0191831,0
2060000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.636635,-0.0322196,0.0494716,0
2080000,Oxymycterus_rufus,Bibimys_chacoensis,0,1.33868,-0.147443,0.0246792,0
2100000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.284075,0.225686,0.0231474,0
2120000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.440606,0.0589299,0.0181171,0
2140000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.745046,-0.077855,0.0362515,0
2160000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.422423,0.204678,0.0110272,0
2180000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.811951,-0.0561473,0.0160696,0
2200000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.703824,-0.0334992,0.0654437,0
2220000,Oxymycterus_rufus,Bibimys_chacoensis,0,1.3205,-0.123026,0.175936,0
2240000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.935439,-0.0710114,0.0328662,0
2260000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.562606,-0.00830082,0.00607726,0
2260000,Deltamys_kempi,NA,4.31603,0.50806,0.117727,0.595776,0
2280000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.373179,0.286753,0.0694339,0
2300000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.789886,-0.0916609,0.00782896,0
2320000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.857555,-0.0858339,0.0531015,0
2340000,Oxymycterus_rufus,Bibimys_chacoensis,0,1.14016,-0.11393,0.114996,0
2340000,Podoxymys_roraimae,NA,6.04934,3.50696,-0.0640867,3.07797,0
2360000,Oxymycterus_rufus,Bibimys_chacoensis,0,1.06011,-0.0718511,0.0606709,0
2380000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.937791,-0.0648405,0.049344,0
2400000,Oxymycterus_rufus,Bibimys_chacoensis,0,1.47171,-0.173633,0.0104235,0
2420000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.80322,-0.0705785,0.0230076,0
2440000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.387361,0.235109,0.14582,0
2460000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.430652,0.145172,0.0437089,0
2480000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.571382,0.000462053,0.0285021,0
2500000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.732735,-0.0451758,0.0987915,0
2520000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.327905,0.327325,0.0579345,0
2540000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.327535,0.178839,0.0459376,0
2540000,Akodon_iniscatus,NA,6.59407,2.37035,0.0560155,0.114918,0
2560000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.459189,0.0113664,0.0109509,0
2560000,Thaptomys_nigrita,Thalpomys_lasiotis,2.51873,4.38593,-0.782471,0.574714,0
2580000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.787641,-0.0330172,0.0454075,0
2600000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.528433,0.0955491,0.207592,0
2620000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.370467,0.222915,0.0726287,0
2640000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.509211,0.0367014,0.00403368,0
2660000,Oxymycterus_rufus,Bibimys_chacoensis,0,2.52844,-0.32733,0.266332,0
2660000,Akodon_mimus,Akodon_aerosus,3.6295,1.57784,-0.215314,0.126109,0
2680000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.821215,-0.0384781,0.15808,0
2700000,Oxymycterus_rufus,Bibimys_chacoensis,0,1.45858,-0.161449,0.0255819,0
2720000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.7097,-0.065097,0.0381288,0
2740000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.459981,0.0428124,0.0267953,0
2760000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.415311,0.0862886,0.0525573,0
2780000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.310898,0.226956,0.0162392,0
2800000,Oxymycterus_rufus,Bibimys_chacoensis,0,1.28319,-0.108493,0.0121644,0
2820000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.826654,-0.0647591,0.0188204,0
2840000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.437745,0.0894177,0.0837436,0
2860000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.931722,-0.100838,0.0151022,0
2880000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.827628,-0.0365309,0.11511,0
2900000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.829066,-0.0780587,0.0363782,0
2920000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.857559,-0.0537043,0.0278645,0
2940000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.3535,0.230788,0.0170403,0
2960000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.516792,0.0644785,0.0679145,0
2980000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.543787,0.115543,0.0638258,0
3000000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.325842,0.163158,0.0118735,0
3000000,Thaptomys_nigrita,NA,6.07457,1.14998,-0.095363,2.77463,0
3020000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.711775,-0.00795744,0.0575237,0
3040000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.278242,0.229551,0.00108992,0
3060000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.382897,0.327442,0.0125957,0
3080000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.420817,0.102898,0.00503576,0
3100000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.574487,-0.0889407,0.0412963,0
3100000,Akodon_aerosus,Akodon_cursor,3.88713,1.09168,-0.136791,0.169599,0
3120000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.411538,0.189616,0.192732,0
3140000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.324443,0.343023,0.0288004,0
3140000,Akodon_affinis,NA,5.90425,1.06037,-0.0448834,1.92538,0
3160000,Oxymycterus_rufus,Bibimys_chacoensis,0,1.20974,-0.150094,0.019722,0
3180000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.580076,-0.0251815,0.0315758,0
3200000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.461091,0.0558278,0.0204714,0
3220000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.87936,-0.0558621,0.028237,0
3220000,Lenoxus_apicalis,NA,4.9341,0.835395,-0.164103,1.8773,0
3240000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.418263,0.141764,0.0379962,0
3260000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.673759,0.0142033,0.0741996,0
3280000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.994238,-0.0478842,0.187276,0
3280000,Akodon_affinis,NA,6.26403,1.47057,-0.142839,2.58635,0
3300000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.651435,-0.00557352,0.141025,0
3320000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.665602,-0.0400219,0.104818,0
3340000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.561613,0.0154842,0.0976474,0
3360000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.589448,-0.0102318,0.0158178,0
3380000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.285979,0.279065,0.0263808,0
3380000,Akodon_mimus,Akodon_aerosus,3.84052,3.18853,-0.483585,0.066007,0
3400000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.82749,-0.00940158,0.0765511,0
3400000,Akodon_siberiae,NA,6.56525,2.00649,-0.0045742,0.298779,0
3400000,Akodon_montensis,NA,6.41006,0.613672,-0.173682,0.445696,0
3420000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.433035,0.174461,0.0796413,0
3420000,Blarinomys_breviceps,NA,4.84208,0.0383069,-0.0219264,0.0998292,0
3440000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.710829,-0.101662,0.0106236,0
3460000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.536039,0.0545608,0.116811,0
3480000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.703332,-0.0249269,0.0731241,0
3500000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.982357,-0.320286,0.0556315,0
3500000,Oxymycterus_rufus,Juscelinomys_huanchacae,3.77949,0.706851,0.154482,0.111197,0
3500000,Deltamys_kempi,Akodon_mimus,3.24941,1.10572,-0.185441,0.0456375,0
3520000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.327268,0.246279,0.193981,0
3520000,Lenoxus_apicalis,NA,5.67017,1.37981,-0.0471921,1.60259,0
3540000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.93367,-0.0763566,0.0191516,0
3560000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.887615,-0.0894257,0.0197803,0
3560000,Bibimys_chacoensis,Bibimys_labiosus,4.6901,0.936932,0.047302,1.18479,0
3580000,Oxymycterus_rufus,Bibimys_chacoensis,0,1.20982,-0.263221,0.0462772,0
3580000,Akodon_mimus,Akodon_aerosus,3.70619,2.19517,-0.312784,0.0040447,0
3600000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.387838,0.340189,0.14295,0
3620000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.502825,-0.00949942,0.053674,0
3620000,Akodon_mimus,Akodon_aerosus,3.59107,2.23308,-0.426645,0.256679,0
3640000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.85546,-0.108517,0.0391654,0
3660000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.369575,0.150378,0.0154946,0
3680000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.73905,-0.138981,0.0100033,0
3680000,Akodon_aerosus,Akodon_cursor,4.05505,1.66398,-0.254986,0.304546,0
3700000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.240632,0.114988,0.0193214,0
3700000,Akodon_mimus,Akodon_aerosus,3.77865,2.00089,-0.225624,0.269012,0
3720000,Oxymycterus_rufus,Bibimys_chacoensis,0,1.07597,-0.111013,0.103279,0
3740000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.96594,-0.0744998,0.0882424,0
3760000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.351968,0.247424,0.0188941,0
3780000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.830448,-0.0598314,0.0415541,0
3800000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.650231,-0.00493348,0.0222502,0
3800000,Deltamys_kempi,NA,5.35414,0.273411,-0.0431817,0.0288803,0
3820000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.551706,-0.0150135,0.0636476,0
3840000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.953494,-0.0948862,0.0147619,0
3860000,Oxymycterus_rufus,Bibimys_chacoensis,0,1.07132,-0.0470112,0.341097,0
3880000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.309651,0.388224,0.00862617,0
3900000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.503358,0.0819431,0.0345959,0
3920000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.548852,-0.00275517,0.0527125,0
3940000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.962345,-0.0482397,0.0797835,0
3960000,Oxymycterus_rufus,Bibimys_chacoensis,0,1.37552,-0.135911,0.15533,0
3960000,Akodon_boliviensis,Akodon_sylvanus,5.95483,1.30201,0.0735766,0.488263,0
3960000,Oxymycterus_rufus,NA,6.2819,0.263908,0.107982,1.97412,0
3980000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.346955,0.404496,0.0161651,0
4000000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.689242,-0.00416488,0.118388,0
4020000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.669548,-0.0513053,0.0383088,0
4020000,Castoria_angustidens,NA,4.89142,1.02381,0.00252195,2.09139,0
4020000,Akodon_fumeus,NA,6.76295,0.0397975,-0.235434,1.62789,0
4020000,Akodon_aerosus,Akodon_cursor,3.96024,0.99575,-0.104441,0.00315023,0
4040000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.73044,-0.0371805,0.0385806,0
4040000,Bibimys_chacoensis,Bibimys_labiosus,5.93315,1.09052,0.0591358,2.40329,0
4060000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.486164,0.0690251,0.0646977,0
4080000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.479498,0.0408086,0.0602204,0
4100000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.565777,0.0203756,0.00159344,0
4120000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.686229,-0.0220052,0.00738966,0
4140000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.602834,-0.0181227,0.031442,0
4160000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.547364,0.0364406,0.0714978,0
4160000,Thaptomys_nigrita,NA,5.7467,0.551949,0.436304,0.0436657,0
4180000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.550979,-0.030006,0.012339,0
4200000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.591157,0.00843972,0.0165764,0
4220000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.625228,-0.0239719,0.0863423,0
4240000,Oxymycterus_rufus,Bibimys_chacoensis,0,1.62713,-0.147795,0.202013,0
4240000,Akodon_fumeus,NA,6.75472,12.3174,-0.396839,0.451351,0
4260000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.378526,0.211042,0.0219555,0
4280000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.86329,-0.0447281,0.0517564,0
4300000,Oxymycterus_rufus,Bibimys_chacoensis,0,1.00097,-0.1428,0.0219298,0
4300000,Lenoxus_apicalis,Brucepattersonius_soricinus,2.00412,0.224654,-0.0280532,0.0208284,0
4320000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.509957,0.0475955,0.0182494,0
4340000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.481595,0.045003,0.0744839,0
4360000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.747114,-0.0389537,0.0651944,0
4380000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.729359,-0.0295453,0.151436,0
4400000,Oxymycterus_rufus,Bibimys_chacoensis,0,1.24538,-0.11455,0.167676,0
4420000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.314723,0.31983,0.0293822,0
4440000,Oxymycterus_rufus,Bibimys_chacoensis,0,1.08456,-0.158939,0.00433732,0
4460000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.725015,-0.0236249,0.0249752,0
